x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
-81.7500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.9513190E+00
-81.5000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.9513190E+00
-81.2500E-03,+351.4446E-03,-201.0050E-03,+5.0251257E+00,+2.9513190E+00
-81.0000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.9513190E+00
-80.7500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.7880025E+00
-80.5000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.9387562E+00
-80.2500E-03,+351.4446E-03,-201.0050E-03,+5.2261307E+00,+2.8885050E+00
-80.0000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.8759422E+00
-79.7500E-03,+414.2587E-03,-201.0050E-03,+5.0502513E+00,+2.7880025E+00
-79.5000E-03,+414.2587E-03,-213.5678E-03,+5.2261307E+00,+2.7503140E+00
-79.2500E-03,+288.6306E-03,-201.0050E-03,+5.1507538E+00,+2.7503140E+00
-79.0000E-03,+414.2587E-03,-201.0050E-03,+5.1005026E+00,+2.8382537E+00
-78.7500E-03,+414.2587E-03,-201.0050E-03,+5.0251257E+00,+2.7503140E+00
-78.5000E-03,+414.2587E-03,-213.5678E-03,+5.0251257E+00,+2.7503140E+00
-78.2500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.7503140E+00
-78.0000E-03,+414.2587E-03,-314.0704E-03,+5.1005026E+00,+2.7503140E+00
-77.7500E-03,+414.2587E-03,-201.0050E-03,+5.1884423E+00,+2.7503140E+00
-77.5000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.7503140E+00
-77.2500E-03,+288.6306E-03,-201.0050E-03,+5.2261307E+00,+2.6874999E+00
-77.0000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.7503140E+00
-76.7500E-03,+414.2587E-03,-226.1307E-03,+5.2261307E+00,+2.7503140E+00
-76.5000E-03,+414.2587E-03,-376.8844E-03,+5.2261307E+00,+2.7503140E+00
-76.2500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.5493090E+00
-76.0000E-03,+414.2587E-03,-201.0050E-03,+5.1005026E+00,+2.5493090E+00
-75.7500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.5869974E+00
-75.5000E-03,+414.2587E-03,-213.5678E-03,+5.0251257E+00,+2.5493090E+00
-75.2500E-03,+288.6306E-03,-201.0050E-03,+5.0879397E+00,+2.5493090E+00
-75.0000E-03,+213.2537E-03,-276.3819E-03,+5.2261307E+00,+2.5493090E+00
-74.7500E-03,+389.1331E-03,-201.0050E-03,+5.0502513E+00,+2.5493090E+00
-74.5000E-03,+414.2587E-03,-201.0050E-03,+5.2010051E+00,+2.5493090E+00
-74.2500E-03,+414.2587E-03,-263.8191E-03,+5.0879397E+00,+2.5493090E+00
-74.0000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.5493090E+00
-73.7500E-03,+414.2587E-03,-201.0050E-03,+5.0251257E+00,+2.5493090E+00
-73.5000E-03,+238.3793E-03,-201.0050E-03,+5.0251257E+00,+2.5493090E+00
-73.2500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.5493090E+00
-73.0000E-03,+414.2587E-03,-201.0050E-03,+5.1005026E+00,+2.5493090E+00
-72.7500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.5493090E+00
-72.5000E-03,+414.2587E-03,-213.5678E-03,+5.2261307E+00,+2.3734296E+00
-72.2500E-03,+414.2587E-03,-263.8191E-03,+5.2261307E+00,+2.3483040E+00
-72.0000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.3483040E+00
-71.7500E-03,+389.1331E-03,-201.0050E-03,+5.1884423E+00,+2.3859924E+00
-71.5000E-03,+238.3793E-03,-201.0050E-03,+5.2261307E+00,+2.5367462E+00
-71.2500E-03,+414.2587E-03,-326.6332E-03,+5.0879397E+00,+2.3483040E+00
-71.0000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.3483040E+00
-70.7500E-03,+389.1331E-03,-201.0050E-03,+5.2261307E+00,+2.3483040E+00
-70.5000E-03,+414.2587E-03,-201.0050E-03,+5.2010051E+00,+2.5367462E+00
-70.2500E-03,+351.4446E-03,-201.0050E-03,+5.2261307E+00,+2.3483040E+00
-70.0000E-03,+414.2587E-03,-201.0050E-03,+5.1005026E+00,+2.3483040E+00
-69.7500E-03,+414.2587E-03,-226.1307E-03,+5.0251257E+00,+2.3483040E+00
-69.5000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.3357411E+00
-69.2500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.3483040E+00
-69.0000E-03,+338.8818E-03,-201.0050E-03,+5.2261307E+00,+2.3483040E+00
-68.7500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.3483040E+00
-68.5000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.1724246E+00
-68.2500E-03,+414.2587E-03,-402.0101E-03,+5.1507538E+00,+2.3483040E+00
-68.0000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.3483040E+00
-67.7500E-03,+414.2587E-03,-201.0050E-03,+5.1884423E+00,+2.3231783E+00
-67.5000E-03,+414.2587E-03,-201.0050E-03,+5.2010051E+00,+2.1724246E+00
-67.2500E-03,+351.4446E-03,-201.0050E-03,+5.2261307E+00,+2.2226758E+00
-67.0000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.2729271E+00
-66.7500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.1849874E+00
-66.5000E-03,+401.6959E-03,-201.0050E-03,+5.2261307E+00,+2.1472989E+00
-66.2500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+2.1472989E+00
-66.0000E-03,+301.1934E-03,-201.0050E-03,+5.2261307E+00,+2.1472989E+00
-65.7500E-03,+414.2587E-03,-226.1307E-03,+5.2261307E+00,+2.1472989E+00
-65.5000E-03,+414.2587E-03,-376.8844E-03,+5.0376885E+00,+2.1472989E+00
-65.2500E-03,+288.6306E-03,-201.0050E-03,+5.2261307E+00,+2.1472989E+00
-65.0000E-03,+213.2537E-03,-201.0050E-03,+5.2261307E+00,+2.1472989E+00
-64.7500E-03,+389.1331E-03,-364.3216E-03,+5.1884423E+00,+2.1472989E+00
-64.5000E-03,+238.3793E-03,-201.0050E-03,+5.2261307E+00,+2.1347361E+00
-64.2500E-03,+288.6306E-03,-263.8191E-03,+5.2261307E+00,+2.0216708E+00
-64.0000E-03,+338.8818E-03,-201.0050E-03,+5.1005026E+00,+2.0342336E+00
-63.7500E-03,+250.9421E-03,-201.0050E-03,+5.0502513E+00,+1.9462939E+00
-63.5000E-03,+401.6959E-03,-201.0050E-03,+5.2261307E+00,+1.9714195E+00
-63.2500E-03,+414.2587E-03,-201.0050E-03,+5.1507538E+00,+1.9462939E+00
-63.0000E-03,+414.2587E-03,-201.0050E-03,+5.1005026E+00,+1.9462939E+00
-62.7500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+1.9462939E+00
-62.5000E-03,+401.6959E-03,-201.0050E-03,+5.0376885E+00,+1.9462939E+00
-62.2500E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+1.9462939E+00
-62.0000E-03,+414.2587E-03,-201.0050E-03,+5.2261307E+00,+1.9462939E+00
-61.7500E-03,+414.2587E-03,-201.0050E-03,+5.0502513E+00,+1.9462939E+00
-61.5000E-03,+401.6959E-03,-201.0050E-03,+5.2261307E+00,+1.7452889E+00
-61.2500E-03,+414.2587E-03,-201.0050E-03,+5.0879397E+00,+1.9462939E+00
-61.0000E-03,+338.8818E-03,-201.0050E-03,+5.2261307E+00,+1.7452889E+00
-60.7500E-03,+213.2537E-03,-201.0050E-03,+5.2261307E+00,+1.7452889E+00
-60.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.7704145E+00
-60.2500E-03,+414.2587E-03,+5.0251257E+00,+5.0879397E+00,+1.7452889E+00
-60.0000E-03,+338.8818E-03,+5.0251257E+00,+5.2261307E+00,+1.7452889E+00
-59.7500E-03,+414.2587E-03,+5.0502513E+00,+5.2261307E+00,+1.7452889E+00
-59.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2010051E+00,+1.7452889E+00
-59.2500E-03,+414.2587E-03,+5.0879397E+00,+5.0879397E+00,+1.7452889E+00
-59.0000E-03,+414.2587E-03,+5.0251257E+00,+5.1381910E+00,+1.7452889E+00
-58.7500E-03,+414.2587E-03,+5.1884423E+00,+5.2261307E+00,+1.7452889E+00
-58.5000E-03,+414.2587E-03,+5.0251257E+00,+5.0376885E+00,+1.7452889E+00
-58.2500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.6824748E+00
-58.0000E-03,+414.2587E-03,+5.1005026E+00,+5.2261307E+00,+1.7452889E+00
-57.7500E-03,+250.9421E-03,+5.0251257E+00,+5.2261307E+00,+1.7201633E+00
-57.5000E-03,+414.2587E-03,+5.0251257E+00,+5.0376885E+00,+1.5442839E+00
-57.2500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.5442839E+00
-57.0000E-03,+414.2587E-03,+5.1005026E+00,+5.2261307E+00,+1.5442839E+00
-56.7500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.5442839E+00
-56.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.5442839E+00
-56.2500E-03,+351.4446E-03,+5.0251257E+00,+5.1507538E+00,+1.5442839E+00
-56.0000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.5442839E+00
-55.7500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.5191582E+00
-55.5000E-03,+414.2587E-03,+5.0376885E+00,+5.2261307E+00,+1.5442839E+00
-55.2500E-03,+288.6306E-03,+5.0251257E+00,+5.0879397E+00,+1.5442839E+00
-55.0000E-03,+414.2587E-03,+5.0251257E+00,+5.1005026E+00,+1.5442839E+00
-54.7500E-03,+414.2587E-03,+5.0251257E+00,+5.0502513E+00,+1.3809673E+00
-54.5000E-03,+401.6959E-03,+5.0251257E+00,+5.2261307E+00,+1.5317210E+00
-54.2500E-03,+288.6306E-03,+5.0879397E+00,+5.0251257E+00,+1.5442839E+00
-54.0000E-03,+338.8818E-03,+5.0251257E+00,+5.1005026E+00,+1.3432788E+00
-53.7500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.3432788E+00
-53.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2010051E+00,+1.3432788E+00
-53.2500E-03,+414.2587E-03,+5.0251257E+00,+5.1507538E+00,+1.3432788E+00
-53.0000E-03,+301.1934E-03,+5.0251257E+00,+5.2261307E+00,+1.3432788E+00
-52.7500E-03,+414.2587E-03,+5.0251257E+00,+5.1884423E+00,+1.3432788E+00
-52.5000E-03,+401.6959E-03,+5.0251257E+00,+5.2261307E+00,+1.3432788E+00
-52.2500E-03,+213.2537E-03,+5.0251257E+00,+5.2261307E+00,+1.3432788E+00
-52.0000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.3432788E+00
-51.7500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.3432788E+00
-51.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.3432788E+00
-51.2500E-03,+414.2587E-03,+5.0251257E+00,+5.1507538E+00,+1.3432788E+00
-51.0000E-03,+338.8818E-03,+5.0251257E+00,+5.1005026E+00,+1.2302135E+00
-50.7500E-03,+414.2587E-03,+5.0251257E+00,+5.0502513E+00,+1.3432788E+00
-50.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.1422738E+00
-50.2500E-03,+351.4446E-03,+5.0251257E+00,+5.2261307E+00,+1.2176507E+00
-50.0000E-03,+301.1934E-03,+5.1005026E+00,+5.1005026E+00,+1.1422738E+00
-49.7500E-03,+250.9421E-03,+5.0251257E+00,+5.1884423E+00,+1.1422738E+00
-49.5000E-03,+401.6959E-03,+5.0376885E+00,+5.2261307E+00,+1.1422738E+00
-49.2500E-03,+414.2587E-03,+5.0251257E+00,+5.1507538E+00,+1.1422738E+00
-49.0000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+1.1422738E+00
-48.7500E-03,+414.2587E-03,+5.0251257E+00,+5.1884423E+00,+1.1422738E+00
-48.5000E-03,+238.3793E-03,+5.0251257E+00,+5.2261307E+00,+1.1422738E+00
-48.2500E-03,+414.2587E-03,+5.0251257E+00,+5.1507538E+00,+1.1422738E+00
-48.0000E-03,+301.1934E-03,+5.0251257E+00,+5.0251257E+00,+1.0668969E+00
-47.7500E-03,+389.1331E-03,+5.0251257E+00,+5.2261307E+00,+1.1422738E+00
-47.5000E-03,+238.3793E-03,+5.2010051E+00,+5.0376885E+00,+1.1297110E+00
-47.2500E-03,+351.4446E-03,+5.0879397E+00,+5.2261307E+00,+941.2688E-03
-47.0000E-03,+301.1934E-03,+5.0251257E+00,+5.2261307E+00,+1.0668969E+00
-46.7500E-03,+414.2587E-03,+5.0251257E+00,+5.0502513E+00,+978.9572E-03
-46.5000E-03,+213.2537E-03,+5.0251257E+00,+5.2261307E+00,+1.1422738E+00
-46.2500E-03,+414.2587E-03,+5.0251257E+00,+5.0879397E+00,+941.2688E-03
-46.0000E-03,+213.2537E-03,+5.0251257E+00,+5.1005026E+00,+1.0292085E+00
-45.7500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+941.2688E-03
-45.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+941.2688E-03
-45.2500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+941.2688E-03
-45.0000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+941.2688E-03
-44.7500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+941.2688E-03
-44.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+941.2688E-03
-44.2500E-03,+288.6306E-03,+5.0879397E+00,+5.0879397E+00,+941.2688E-03
-44.0000E-03,+414.2587E-03,+5.0251257E+00,+5.1005026E+00,+941.2688E-03
-43.7500E-03,+414.2587E-03,+5.0502513E+00,+5.2261307E+00,+941.2688E-03
-43.5000E-03,+213.2537E-03,+5.0251257E+00,+5.2261307E+00,+941.2688E-03
-43.2500E-03,+351.4446E-03,+5.0251257E+00,+5.1507538E+00,+941.2688E-03
-43.0000E-03,+338.8818E-03,+5.0251257E+00,+5.1005026E+00,+828.2034E-03
-42.7500E-03,+213.2537E-03,+5.0251257E+00,+5.2261307E+00,+777.9522E-03
-42.5000E-03,+401.6959E-03,+5.0251257E+00,+5.2261307E+00,+928.7060E-03
-42.2500E-03,+351.4446E-03,+5.0251257E+00,+5.2261307E+00,+941.2688E-03
-42.0000E-03,+414.2587E-03,+5.0251257E+00,+5.1381910E+00,+865.8919E-03
-41.7500E-03,+389.1331E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-41.5000E-03,+238.3793E-03,+5.0251257E+00,+5.0376885E+00,+740.2637E-03
-41.2500E-03,+288.6306E-03,+5.0251257E+00,+5.0879397E+00,+878.4547E-03
-41.0000E-03,+338.8818E-03,+5.0251257E+00,+5.2261307E+00,+865.8919E-03
-40.7500E-03,+389.1331E-03,+5.0251257E+00,+5.1884423E+00,+777.9522E-03
-40.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-40.2500E-03,+351.4446E-03,+5.0879397E+00,+5.2261307E+00,+740.2637E-03
-40.0000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-39.7500E-03,+389.1331E-03,+5.0251257E+00,+5.0502513E+00,+740.2637E-03
-39.5000E-03,+238.3793E-03,+5.0376885E+00,+5.2261307E+00,+740.2637E-03
-39.2500E-03,+414.2587E-03,+5.1507538E+00,+5.0879397E+00,+740.2637E-03
-39.0000E-03,+301.1934E-03,+5.1005026E+00,+5.2261307E+00,+740.2637E-03
-38.7500E-03,+414.2587E-03,+5.0251257E+00,+5.1884423E+00,+740.2637E-03
-38.5000E-03,+213.2537E-03,+5.2010051E+00,+5.0251257E+00,+740.2637E-03
-38.2500E-03,+288.6306E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-38.0000E-03,+301.1934E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-37.7500E-03,+414.2587E-03,+5.0251257E+00,+5.1884423E+00,+576.9472E-03
-37.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-37.2500E-03,+351.4446E-03,+5.1507538E+00,+5.2261307E+00,+740.2637E-03
-37.0000E-03,+414.2587E-03,+5.0251257E+00,+5.1005026E+00,+740.2637E-03
-36.7500E-03,+250.9421E-03,+5.0251257E+00,+5.0502513E+00,+740.2637E-03
-36.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-36.2500E-03,+288.6306E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-36.0000E-03,+414.2587E-03,+5.0251257E+00,+5.1381910E+00,+740.2637E-03
-35.7500E-03,+414.2587E-03,+5.0251257E+00,+5.0502513E+00,+740.2637E-03
-35.5000E-03,+401.6959E-03,+5.0251257E+00,+5.0251257E+00,+564.3843E-03
-35.2500E-03,+213.2537E-03,+5.0251257E+00,+5.1507538E+00,+740.2637E-03
-35.0000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+664.8869E-03
-34.7500E-03,+250.9421E-03,+5.0251257E+00,+5.0502513E+00,+740.2637E-03
-34.5000E-03,+414.2587E-03,+5.2010051E+00,+5.0376885E+00,+740.2637E-03
-34.2500E-03,+213.2537E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-34.0000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-33.7500E-03,+213.2537E-03,+5.0251257E+00,+5.0502513E+00,+740.2637E-03
-33.5000E-03,+414.2587E-03,+5.0251257E+00,+5.0376885E+00,+740.2637E-03
-33.2500E-03,+351.4446E-03,+5.0251257E+00,+5.1507538E+00,+740.2637E-03
-33.0000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-32.7500E-03,+213.2537E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-32.5000E-03,+401.6959E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-32.2500E-03,+213.2537E-03,+5.0251257E+00,+5.0879397E+00,+740.2637E-03
-32.0000E-03,+301.1934E-03,+5.0251257E+00,+5.0251257E+00,+627.1984E-03
-31.7500E-03,+213.2537E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-31.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-31.2500E-03,+351.4446E-03,+5.0251257E+00,+5.1507538E+00,+740.2637E-03
-31.0000E-03,+414.2587E-03,+5.0251257E+00,+5.1005026E+00,+740.2637E-03
-30.7500E-03,+414.2587E-03,+5.0251257E+00,+5.1884423E+00,+740.2637E-03
-30.5000E-03,+238.3793E-03,+5.0251257E+00,+5.2010051E+00,+740.2637E-03
-30.2500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-30.0000E-03,+414.2587E-03,+5.0251257E+00,+5.1005026E+00,+740.2637E-03
-29.7500E-03,+414.2587E-03,+5.0251257E+00,+5.0502513E+00,+740.2637E-03
-29.5000E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+564.3843E-03
-29.2500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
-29.0000E-03,+414.2587E-03,+5.0251257E+00,+5.1005026E+00,+740.2637E-03
-28.7500E-03,+414.2587E-03,+5.0251257E+00,+5.2261307E+00,+740.2637E-03
