-0.0396,-0.201005,4.743719,4.432161
-0.0395,-0.201005,4.743719,4.487437
-0.0394,-0.201005,4.743719,4.502513
-0.0393,-0.201005,4.743719,4.502513
-0.0392,-0.201005,4.743719,4.502513
-0.0391,-0.201005,4.743719,4.502513
-0.039,-0.201005,4.743719,4.427136
-0.0389,-0.201005,4.81407,4.422111
-0.0388,-0.201005,4.824121,4.492462
-0.0387,-0.201005,4.748744,4.502513
-0.0386,-0.201005,4.743719,4.502513
-0.0385,-0.201005,4.81407,4.502513
-0.0384,-0.201005,4.748744,4.427136
-0.0383,-0.201005,4.743719,4.492462
-0.0382,-0.201005,4.743719,4.427136
-0.0381,-0.201005,4.743719,4.422111
-0.038,-0.201005,4.81407,4.422111
-0.0379,-0.201005,4.748744,4.492462
-0.0378,-0.012563,4.743719,4.427136
-0.0377,-0.175879,4.743719,4.492462
-0.0376,-0.201005,4.743719,4.427136
-0.0375,-0.012563,4.743719,4.492462
-0.0374,-0.175879,4.743719,4.502513
-0.0373,-0.201005,4.81407,4.502513
-0.0372,-0.201005,4.748744,4.502513
-0.0371,-0.201005,4.743719,4.502513
-0.037,-0.201005,4.743719,4.502513
-0.0369,-0.201005,4.743719,4.427136
-0.0368,-0.201005,4.743719,4.422111
-0.0367,-0.201005,4.743719,4.422111
-0.0366,-0.201005,4.743719,4.492462
-0.0365,-0.201005,4.743719,4.502513
-0.0364,-0.201005,4.743719,4.502513
-0.0363,-0.201005,4.743719,4.502513
-0.0362,-0.201005,4.81407,4.502513
-0.0361,-0.201005,4.748744,4.427136
-0.036,-0.201005,4.743719,4.422111
-0.0359,-0.201005,4.743719,4.492462
-0.0358,-0.201005,4.743719,4.502513
-0.0357,-0.201005,4.743719,4.502513
-0.0356,-0.201005,4.743719,4.427136
-0.0355,-0.201005,4.743719,4.492462
-0.0354,-0.201005,4.743719,4.427136
-0.0353,-0.201005,4.743719,4.492462
-0.0352,-0.201005,4.743719,4.427136
-0.0351,-0.201005,4.743719,4.422111
-0.035,-0.201005,4.743719,4.492462
-0.0349,-0.201005,4.743719,4.427136
-0.0348,-0.201005,4.743719,4.492462
