#Parameters = {CH=0.035; FL=16.5; FW=2.34; NotchLength=10.1; NotchWidth=1; PL=27.5; PW=40.5; SH=1.43; SL=61; SW=64; StripW=2.34; k=6.26}
#"Frequency / GHz"	"S1,1 (8) [Magnitude]"
#----------------------------------------
1.9400000572205	-0.027346600034087
1.9414000511169	-0.026029049967002
1.9428000450134	-0.025325720349257
1.9442000389099	-0.025245745492731
1.9456000328064	-0.025785888375114
1.9470000267029	-0.026933789373116
1.9484000205994	-0.028663038710100
1.9498000144958	-0.030941435539362
1.9512000083923	-0.033719601322597
1.9526000022888	-0.036947774953069
1.9539999961853	-0.040560052771301
1.9553999900818	-0.044491499272111
1.9567999839783	-0.048665757218759
1.9581999778748	-0.053003586126204
1.9595999717712	-0.057425232905489
1.9609999656677	-0.061848537557733
1.9623999595642	-0.066192893906316
1.9637999534607	-0.070377525574009
1.9651999473572	-0.074324937394340
1.9665999412537	-0.077966406965980
1.9680000543594	-0.081235577200196
1.9694000482559	-0.084075910852774
1.9708000421524	-0.086437819071228
1.9722000360489	-0.088282009618487
1.9736000299454	-0.089580906489004
1.9750000238419	-0.090313801822605
1.9764000177383	-0.090474538537478
1.9778000116348	-0.090067513876144
1.9792000055313	-0.089106415634406
1.9805999994278	-0.087616649429736
1.9819999933243	-0.085634077653883
1.9833999872208	-0.083203276465650
1.9847999811172	-0.080376764241101
1.9861999750137	-0.077214766692302
1.9875999689102	-0.073781653230251
1.9889999628067	-0.070148514443105
1.9903999567032	-0.066389121672139
1.9917999505997	-0.062580334490914
1.9931999444962	-0.058793703723332
1.9946000576019	-0.055105980062710
1.9960000514984	-0.051589851029471
1.9974000453949	-0.048310096443700
1.9988000392914	-0.045333899970960
2.0002000331879	-0.042712807698572
2.0016000270844	-0.040500873701401
2.0030000209808	-0.038737839653441
2.0044000148773	-0.037459464512510
2.0058000087738	-0.036683998910254
2.0072000026703	-0.036431504333009
2.0085999965668	-0.036705406294804
2.0099999904633	-0.037498367800040
2.0113999843597	-0.038799779383194
2.0127999782562	-0.040582912222191
2.0141999721527	-0.042816147015420
2.0155999660492	-0.045458472816529
2.0169999599457	-0.048463915078722
2.0183999538422	-0.051774279876391
2.0197999477386	-0.055332491294067
2.0211999416351	-0.059074207941007
2.0225999355316	-0.062931278771603
2.0239999294281	-0.066834307597749
2.0253999233246	-0.070713336986084
2.0267999172211	-0.074499067567642
2.0281999111176	-0.078125371403289
2.0295999050140	-0.081527807364514
2.0309998989105	-0.084646792771164
2.0323998928070	-0.087428862578564
2.0337998867035	-0.089827327774583
2.0352001190186	-0.091802605565238
2.0366001129150	-0.093324928653407
2.0380001068115	-0.094368410088750
2.0394001007080	-0.094924840210183
2.0408000946045	-0.094988179275826
2.0422000885010	-0.094564661412777
2.0436000823975	-0.093669606507553
2.0450000762939	-0.092330140237013
2.0464000701904	-0.090576886652000
2.0478000640869	-0.088453003027086
2.0492000579834	-0.086001939614176
2.0506000518799	-0.083281931782515
2.0520000457764	-0.080350575871551
2.0534000396729	-0.077268023314955
2.0548000335693	-0.074101083359353
2.0562000274658	-0.070915867678124
2.0576000213623	-0.067776836945112
2.0590000152588	-0.064749351957973
2.0604000091553	-0.061896959435802
2.0618000030518	-0.059279386487499
2.0631999969482	-0.056947117678200
2.0645999908447	-0.054952273645741
2.0659999847412	-0.053334375425165
2.0673999786377	-0.052129741692654
2.0687999725342	-0.051366041750710
2.0701999664307	-0.051061178640942
2.0715999603271	-0.051226899854444
2.0729999542236	-0.051864220484044
2.0743999481201	-0.052965840891837
2.0757999420166	-0.054518501771142
2.0771999359131	-0.056495881561341
2.0785999298096	-0.058868778504764
2.0799999237061	-0.061597999440817
2.0813999176025	-0.064639922383976
2.0827999114990	-0.067941448159208
2.0841999053955	-0.071450125321539
2.0855998992920	-0.075105718491354
2.0869998931885	-0.078845767477274
2.0883998870850	-0.082608589962333
2.0897998809814	-0.086330920725086
2.0912001132965	-0.089950117918493
2.0926001071930	-0.093405409855195
2.0940001010895	-0.096639792246530
2.0954000949860	-0.099602202175535
2.0968000888824	-0.10224233898362
2.0982000827789	-0.10452270604198
2.0996000766754	-0.10640844506489
2.1010000705719	-0.10787128034224
2.1024000644684	-0.10889445636380
2.1038000583649	-0.10946857306590
2.1052000522614	-0.10959372361560
2.1066000461578	-0.10927701856389
2.1080000400543	-0.10853580879750
2.1094000339508	-0.10739566052429
2.1108000278473	-0.10588716939847
2.1122000217438	-0.10405149150985
2.1136000156403	-0.10193587344920
2.1150000095367	-0.099589311689457
2.1164000034332	-0.097068004871772
2.1177999973297	-0.094432129846820
2.1191999912262	-0.091741501503796
2.1205999851227	-0.089058647358850
2.1219999790192	-0.086446573593647
2.1233999729156	-0.083964449900188
2.1247999668121	-0.081671278617690
2.1261999607086	-0.079620472519084
2.1275999546051	-0.077863077717227
2.1289999485016	-0.076444130172819
2.1303999423981	-0.075402016071906
2.1317999362946	-0.074766371123624
2.1331999301910	-0.074564027536697
2.1345999240875	-0.074809786364616
2.1359999179840	-0.075512918897709
2.1373999118805	-0.076671629108524
2.1387999057770	-0.078279498446108
2.1401998996735	-0.080320986720399
2.1415998935699	-0.082767793992768
2.1429998874664	-0.085592616606737
2.1443998813629	-0.088754269339498
2.1458001136780	-0.092208699540967
2.1472001075745	-0.095907175402176
2.1486001014709	-0.099795190498533
2.1500000953674	-0.10381320049455
2.1514000892639	-0.10790433512593
2.1528000831604	-0.11200453927045
2.1542000770569	-0.11605376426238
2.1556000709534	-0.11999036359173
2.1570000648499	-0.12375766614089
2.1584000587463	-0.12730044076051
2.1598000526428	-0.13056670614801
2.1612000465393	-0.13351418935704
2.1626000404358	-0.13610209455371
2.1640000343323	-0.13829947733483
2.1654000282288	-0.14008260305100
2.1668000221252	-0.14143527671172
2.1682000160217	-0.14234946683400
2.1696000099182	-0.14282874253805
2.1710000038147	-0.14288117274294
2.1723999977112	-0.14252692815702
2.1737999916077	-0.14179215129537
2.1751999855042	-0.14071000393284
2.1765999794006	-0.13932492085651
2.1779999732971	-0.13768268362629
2.1793999671936	-0.13583633111600
2.1807999610901	-0.13384414515308
2.1821999549866	-0.13176512339950
2.1835999488831	-0.12966162312810
2.1849999427795	-0.12759814949592
2.1863999366760	-0.12563822941025
2.1877999305725	-0.12384255591774
2.1891999244690	-0.12226939534892
2.1905999183655	-0.12097488703834
2.1919999122620	-0.12000991724961
2.1933999061584	-0.11942068839436
2.1947999000549	-0.11924454278264
2.1961998939514	-0.11951290299907
2.1975998878479	-0.12025163202435
2.1989998817444	-0.12147409029980
2.2004001140594	-0.12319075965735
2.2018001079559	-0.12539793035196
2.2032001018524	-0.12808776885199
2.2046000957489	-0.13124129020234
2.2060000896454	-0.13483271237157
2.2074000835419	-0.13882838421523
2.2088000774384	-0.14318852073812
2.2102000713348	-0.14786418753145
2.2116000652313	-0.15280341367430
2.2130000591278	-0.15794916992677
2.2144000530243	-0.16323995676301
2.2158000469208	-0.16861156169743
2.2172000408173	-0.17400101385712
2.2186000347137	-0.17934218474711
2.2200000286102	-0.18457205932562
2.2214000225067	-0.18962767136757
2.2228000164032	-0.19445382164586
2.2242000102997	-0.19899613213442
2.2256000041962	-0.20320797990327
2.2269999980927	-0.20704808788144
2.2283999919891	-0.21048573326232
2.2297999858856	-0.21349655616171
2.2311999797821	-0.21606383079369
2.2325999736786	-0.21818110181895
2.2339999675751	-0.21985483050427
2.2353999614716	-0.22109722106270
2.2367999553680	-0.22192931620921
2.2381999492645	-0.22238504930089
2.2395999431610	-0.22250236485477
2.2409999370575	-0.22232984937822
2.2423999309540	-0.22192242336414
2.2437999248505	-0.22134242800608
2.2451999187469	-0.22065215917891
2.2465999126434	-0.21992398584182
2.2479999065399	-0.21922788010650
2.2493999004364	-0.21863637694365
2.2507998943329	-0.21822297218721
2.2521998882294	-0.21805821233136
2.2535998821259	-0.21821042166768
2.2550001144409	-0.21874396442712
2.2564001083374	-0.21971807430185
2.2578001022339	-0.22118635812603
2.2592000961304	-0.22319283983305
2.2606000900269	-0.22577770213913
2.2620000839233	-0.22896971026691
2.2634000778198	-0.23278870985819
2.2648000717163	-0.23724464670332
2.2662000656128	-0.24234038552395
2.2676000595093	-0.24806637441530
2.2690000534058	-0.25440383097026
2.2704000473022	-0.26132432719644
2.2718000411987	-0.26879219393315
2.2732000350952	-0.27676085251845
2.2746000289917	-0.28517842613977
2.2760000228882	-0.29398416523864
2.2774000167847	-0.30311483431163
2.2788000106812	-0.31249808073131
2.2802000045776	-0.32206446430453
2.2815999984741	-0.33173750530356
2.2829999923706	-0.34144226853118
2.2843999862671	-0.35110562129024
2.2857999801636	-0.36065698361196
2.2871999740601	-0.37002945211495
2.2885999679565	-0.37916119030433
2.2899999618530	-0.38799914868332
2.2913999557495	-0.39649727903216
2.2927999496460	-0.40461925125966
2.2941999435425	-0.41233967725761
2.2955999374390	-0.41964442349322
2.2969999313354	-0.42652935054962
2.2983999252319	-0.43300525677426
2.2997999191284	-0.43909353399787
2.3011999130249	-0.44482913550901
2.3025999069214	-0.45025675609241
2.3039999008179	-0.45543577793286
2.3053998947144	-0.46043371563269
2.3067998886108	-0.46532734729664
2.3081998825073	-0.47020577278571
2.3096001148224	-0.47516007334172
2.3110001087189	-0.48029236619575
2.3124001026154	-0.48570187266768
2.3138000965118	-0.49150029179133
2.3152000904083	-0.49779015115101
2.3166000843048	-0.50468173039259
2.3180000782013	-0.51227744598065
2.3194000720978	-0.52067935045758
2.3208000659943	-0.52998180538935
2.3222000598907	-0.54027356040509
2.3236000537872	-0.55163606398238
2.3250000476837	-0.56414226272126
2.3264000415802	-0.57785294043249
2.3278000354767	-0.59281883136656
2.3292000293732	-0.60907775351312
2.3306000232697	-0.62665827012507
2.3320000171661	-0.64557758743627
2.3334000110626	-0.66583619149566
2.3348000049591	-0.68742762808762
2.3361999988556	-0.71032904738621
2.3375999927521	-0.73451086473779
2.3389999866486	-0.75992920374258
2.3403999805450	-0.78653607361292
2.3417999744415	-0.81427294692861
2.3431999683380	-0.84307700367781
2.3445999622345	-0.87287866737776
2.3459999561310	-0.90360926796061
2.3473999500275	-0.93519492208723
2.3487999439240	-0.96757340018723
2.3501999378204	-1.0006771162931
2.3515999317169	-1.0344502983362
2.3529999256134	-1.0688467002202
2.3543999195099	-1.1038338274765
2.3557999134064	-1.1393911239366
2.3571999073029	-1.1755165736783
2.3585999011993	-1.2122264446762
2.3599998950958	-1.2495624404101
2.3613998889923	-1.2875850088813
2.3627998828888	-1.3263814432318
2.3642001152039	-1.3660689761921
2.3656001091003	-1.4067865470598
2.3670001029968	-1.4487059813246
2.3684000968933	-1.4920256610761
2.3698000907898	-1.5369726867204
2.3712000846863	-1.5838057751572
2.3726000785828	-1.6328050672138
2.3740000724792	-1.6842877195368
2.3754000663757	-1.7385889640997
2.3768000602722	-1.7960763481719
2.3782000541687	-1.8571382016850
2.3796000480652	-1.9221923804761
2.3810000419617	-1.9916728032684
2.3824000358582	-2.0660447076935
2.3838000297546	-2.1457878429939
2.3852000236511	-2.2314077458551
2.3866000175476	-2.3234345304083
2.3880000114441	-2.4224171459166
2.3894000053406	-2.5289293753778
2.3907999992371	-2.6435713511740
2.3921999931335	-2.7669682215166
2.3935999870300	-2.8997756210217
2.3949999809265	-3.0426847533670
2.3963999748230	-3.1964216017193
2.3977999687195	-3.3617564195761
2.3991999626160	-3.5395024069514
2.4005999565125	-3.7305382919314
2.4019999504089	-3.9358026378008
2.4033999443054	-4.1563112321543
2.4047999382019	-4.3931681203027
2.4061999320984	-4.6475838525313
2.4075999259949	-4.9208919132299
2.4089999198914	-5.2145746960574
2.4103999137878	-5.5302872956586
2.4117999076843	-5.8699015497292
2.4131999015808	-6.2355340306700
2.4145998954773	-6.6296187356654
2.4159998893738	-7.0549619771617
2.4173998832703	-7.5148354151074
2.4188001155853	-8.0130921899729
2.4202001094818	-8.5543109083639
2.4216001033783	-9.1439936502125
2.4230000972748	-9.7888301542320
2.4244000911713	-10.497044738842
2.4258000850677	-11.278885668108
2.4272000789642	-12.147269327474
2.4286000728607	-13.118647367780
2.4300000667572	-14.214086004307
2.4314000606537	-15.460332261087
2.4328000545502	-16.889696475727
2.4342000484467	-18.534249706044
2.4356000423431	-20.397119226211
2.4370000362396	-22.344326403589
2.4384000301361	-23.831524302041
2.4398000240326	-23.913081085696
2.4412000179291	-22.524085899497
2.4426000118256	-20.597564001104
2.4440000057220	-18.728587963069
2.4453999996185	-17.074200896862
2.4467999935150	-15.637181038684
2.4481999874115	-14.386272113846
2.4495999813080	-13.288773871428
2.4509999752045	-12.317397100078
2.4523999691010	-11.450591103588
2.4537999629974	-10.671525318319
2.4551999568939	-9.9669931300450
2.4565999507904	-9.3265244607640
2.4579999446869	-8.7417213904991
2.4593999385834	-8.2057580394587
2.4607999324799	-7.7130254925288
2.4621999263763	-7.2588527259293
2.4635999202728	-6.8393146011813
2.4649999141693	-6.4510790165474
2.4663999080658	-6.0912816474639
2.4677999019623	-5.7574466469028
2.4691998958588	-5.4474083548276
2.4705998897552	-5.1592645678280
2.4719998836517	-4.8913225201592
2.4734001159668	-4.6420685431144
2.4748001098633	-4.4101402749435
2.4762001037598	-4.1943017186816
2.4776000976562	-3.9934228389198
2.4790000915527	-3.8064634798349
2.4804000854492	-3.6324643019284
2.4818000793457	-3.4705338849295
2.4832000732422	-3.3198340520910
2.4846000671387	-3.1795832167072
2.4860000610352	-3.0490387069669
2.4874000549316	-2.9275039233371
2.4888000488281	-2.8143141272681
2.4902000427246	-2.7088389134614
2.4916000366211	-2.6104768864727
2.4930000305176	-2.5186554951388
2.4944000244141	-2.4328277522648
2.4958000183105	-2.3524773316218
2.4972000122070	-2.2771074144530
2.4986000061035	-2.2062531553777
2.5000000000000	-2.1394714856163
2.5013999938965	-2.0763463137375
2.5027999877930	-2.0164909298549
2.5041999816895	-1.9595409406885
2.5055999755859	-1.9051659438768
2.5069999694824	-1.8530590667292
2.5083999633789	-1.8029448731532
2.5097999572754	-1.7545737700887
2.5111999511719	-1.7077300275262
2.5125999450684	-1.6622215338634
2.5139999389648	-1.6178883412477
2.5153999328613	-1.5745950830992
2.5167999267578	-1.5322362261466
2.5181999206543	-1.4907297807348
2.5195999145508	-1.4500146750245
2.5209999084473	-1.4100563332500
2.5223999023438	-1.3708374391777
2.5237998962402	-1.3323597294057
2.5251998901367	-1.2946388659189
2.5265998840332	-1.2577051105536
2.5280001163483	-1.2215964238667
2.5294001102448	-1.1863631405122
2.5308001041412	-1.1520581638670
2.5322000980377	-1.1187371409923
2.5336000919342	-1.0864618173525
2.5350000858307	-1.0552853212386
2.5364000797272	-1.0252657707074
2.5378000736237	-0.99645304128070
2.5392000675201	-0.96888913746869
2.5406000614166	-0.94261135697755
2.5420000553131	-0.91764826896108
2.5434000492096	-0.89401811047072
2.5448000431061	-0.87172914265076
2.5462000370026	-0.85078015157950
2.5476000308990	-0.83115527323994
2.5490000247955	-0.81283280242337
2.5504000186920	-0.79577860704647
2.5518000125885	-0.77994586746404
2.5532000064850	-0.76527992217463
2.5546000003815	-0.75171595593692
2.5559999942780	-0.73918216393217
2.5573999881744	-0.72759859939050
2.5587999820709	-0.71687789439477
2.5601999759674	-0.70692838701752
2.5615999698639	-0.69765480346800
2.5629999637604	-0.68896087822756
2.5643999576569	-0.68074677437778
2.5657999515533	-0.67291475758162
2.5671999454498	-0.66536830048532
2.5685999393463	-0.65801505357245
2.5699999332428	-0.65076815057554
2.5713999271393	-0.64354174877624
2.5727999210358	-0.63626526374337
2.5741999149323	-0.62886877803736
2.5755999088287	-0.62129537530299
2.5769999027252	-0.61349692606518
2.5783998966217	-0.60543691647419
2.5797998905182	-0.59708805317098
2.5811998844147	-0.58843413397599
2.5826001167297	-0.57947031178301
2.5840001106262	-0.57020050895763
2.5854001045227	-0.56064260287771
2.5868000984192	-0.55081987121145
2.5882000923157	-0.54076653699217
2.5896000862122	-0.53052373290140
2.5910000801086	-0.52013920882536
2.5924000740051	-0.50966685399089
2.5938000679016	-0.49916374331310
2.5952000617981	-0.48869280437134
2.5966000556946	-0.47831375010696
2.5980000495911	-0.46809069636182
2.5994000434875	-0.45808479772738
2.6008000373840	-0.44835885120822
2.6022000312805	-0.43896626109746
2.6036000251770	-0.42996098345679
2.6050000190735	-0.42139219250975
2.6064000129700	-0.41329723341868
2.6078000068665	-0.40571434370738
2.6092000007629	-0.39866883015561
2.6105999946594	-0.39217978132190
2.6119999885559	-0.38625966695110
2.6133999824524	-0.38091106300308
2.6147999763489	-0.37612849290394
2.6161999702454	-0.37189843934577
2.6175999641418	-0.36820090599467
2.6189999580383	-0.36500617435621
2.6203999519348	-0.36228007035335
2.6217999458313	-0.35998092996741
2.6231999397278	-0.35805945257832
2.6245999336243	-0.35646582344848
2.6259999275208	-0.35514304345100
2.6273999214172	-0.35403445859325
2.6287999153137	-0.35307913033921
2.6301999092102	-0.35221483305590
2.6315999031067	-0.35138365706387
2.6329998970032	-0.35052739774776
2.6343998908997	-0.34958624009580
2.6357998847961	-0.34850943215788
2.6372001171112	-0.34725085464322
2.6386001110077	-0.34576211529835
2.6400001049042	-0.34400993772714
2.6414000988007	-0.34196386681906
2.6428000926971	-0.33959887645305
2.6442000865936	-0.33689892308639
2.6456000804901	-0.33385727058814
2.6470000743866	-0.33047302426655
2.6484000682831	-0.32675433775247
2.6498000621796	-0.32271193443115
2.6512000560760	-0.31837091270941
2.6526000499725	-0.31375808110331
2.6540000438690	-0.30890580043907
2.6554000377655	-0.30385544418392
2.6568000316620	-0.29865187598951
2.6582000255585	-0.29333703748824
2.6596000194550	-0.28796310988508
2.6610000133514	-0.28258194785924
2.6624000072479	-0.27724268217503
2.6638000011444	-0.27199668466894
2.6651999950409	-0.26689554288769
2.6665999889374	-0.26198308361000
2.6679999828339	-0.25730484965456
2.6693999767303	-0.25290309684344
2.6707999706268	-0.24881053764083
2.6721999645233	-0.24505715350607
2.6735999584198	-0.24166917015812
2.6749999523163	-0.23866482374682
2.6763999462128	-0.23605490209030
2.6777999401093	-0.23384397172187
2.6791999340057	-0.23202998585000
2.6805999279022	-0.23060714396445
2.6819999217987	-0.22955946410033
2.6833999156952	-0.22886455060091
2.6847999095917	-0.22849842630171
2.6861999034882	-0.22842543883372
2.6875998973846	-0.22861376345716
2.6889998912811	-0.22901766211412
2.6903998851776	-0.22959761935618
2.6918001174927	-0.23030415436451
2.6932001113892	-0.23108903850908
2.6946001052856	-0.23190663395482
2.6960000991821	-0.23270529507056
2.6974000930786	-0.23343699816237
2.6988000869751	-0.23405887451058
2.7002000808716	-0.23452565805234
2.7016000747681	-0.23479964114024
2.7030000686646	-0.23484532952753
2.7044000625610	-0.23463237538804
2.7058000564575	-0.23413429696297
2.7072000503540	-0.23333584770336
2.7086000442505	-0.23222170143127
2.7100000381470	-0.23078750261781
2.7114000320435	-0.22903179049983
2.7128000259399	-0.22696274432506
2.7142000198364	-0.22459260978445
2.7156000137329	-0.22194311843629
2.7170000076294	-0.21903655184290
2.7184000015259	-0.21590240207200
2.7197999954224	-0.21257718810268
2.7211999893188	-0.20909694063642
2.7225999832153	-0.20550458553217
2.7239999771118	-0.20184478499840
2.7253999710083	-0.19815973504636
2.7267999649048	-0.19449576639256
2.7281999588013	-0.19089786225985
2.7295999526978	-0.18741146879859
2.7309999465942	-0.18407550577896
2.7323999404907	-0.18093214778666
2.7337999343872	-0.17801669477490
2.7351999282837	-0.17536038414041
2.7365999221802	-0.17299090948662
2.7379999160767	-0.17092987371193
2.7393999099731	-0.16919538396352
2.7407999038696	-0.16779556647633
2.7421998977661	-0.16673629504309
2.7435998916626	-0.16601651059127
2.7449998855591	-0.16562962538256
2.7464001178741	-0.16556269496455
2.7478001117706	-0.16579560407452
2.7492001056671	-0.16630583198970
2.7506000995636	-0.16706185700356
2.7520000934601	-0.16803491043453
2.7534000873566	-0.16918592561119
2.7548000812531	-0.17047326901103
2.7562000751495	-0.17185789915338
2.7576000690460	-0.17329476191716
2.7590000629425	-0.17473890937063
2.7604000568390	-0.17614780499158
2.7618000507355	-0.17747545730478
2.7632000446320	-0.17868190068685
2.7646000385284	-0.17972787423749
2.7660000324249	-0.18057794451561
2.7674000263214	-0.18119836061211
2.7688000202179	-0.18156382239309
2.7702000141144	-0.18164971426562
2.7716000080109	-0.18144148517905
2.7730000019073	-0.18092658508292
2.7743999958038	-0.18010011715867
2.7757999897003	-0.17896398871663
2.7771999835968	-0.17752481487329
2.7785999774933	-0.17579413247785
2.7799999713898	-0.17379187077005
2.7813999652863	-0.17154326926353
2.7827999591827	-0.16907465284164
2.7841999530792	-0.16642101236400
2.7855999469757	-0.16361791330502
2.7869999408722	-0.16070544483783
2.7883999347687	-0.15772470806031
2.7897999286652	-0.15471882029247
2.7911999225616	-0.15173214965807
2.7925999164581	-0.14880790910897
2.7939999103546	-0.14598718012202
2.7953999042511	-0.14331294518089
2.7967998981476	-0.14081961832118
2.7981998920441	-0.13854490240018
2.7995998859406	-0.13651709803674
2.8010001182556	-0.13476355397285
2.8024001121521	-0.13330545393015
2.8038001060486	-0.13215867030331
2.8052000999451	-0.13133212988847
2.8066000938416	-0.13083169828504
2.8080000877380	-0.13065512058269
2.8094000816345	-0.13079616690017
2.8108000755310	-0.13124085696850
2.8122000694275	-0.13197074785263
2.8136000633240	-0.13296168080001
2.8150000572205	-0.13418686029701
2.8164000511169	-0.13561222196649
2.8178000450134	-0.13719996092512
2.8192000389099	-0.13891296403079
2.8206000328064	-0.14070943493561
2.8220000267029	-0.14254374016796
2.8234000205994	-0.14437441976148
2.8248000144958	-0.14615666745938
2.8262000083923	-0.14784664863458
2.8276000022888	-0.14940457331774
2.8289999961853	-0.15078954744290
2.8303999900818	-0.15196851161902
2.8317999839783	-0.15290797902725
2.8331999778748	-0.15358196510141
2.8345999717712	-0.15396766971843
2.8359999656677	-0.15404926442971
2.8373999595642	-0.15381602292959
2.8387999534607	-0.15326330615120
2.8401999473572	-0.15239109984032
2.8415999412537	-0.15120982079574
2.8429999351501	-0.14973226180920
2.8443999290466	-0.14797706300928
2.8457999229431	-0.14597041407668
2.8471999168396	-0.14374007543763
2.8485999107361	-0.14132281450816
2.8499999046326	-0.13875526221406
2.8513998985291	-0.13607748216392
2.8527998924255	-0.13333177060827
2.8541998863220	-0.13056376096299
2.8556001186371	-0.12781913943040
2.8570001125336	-0.12514117012574
2.8584001064301	-0.12257416911332
2.8598001003265	-0.12015859016177
2.8612000942230	-0.11793477333403
2.8626000881195	-0.11593742147669
2.8640000820160	-0.11419978857013
2.8654000759125	-0.11274539627694
2.8668000698090	-0.11159809307416
2.8682000637054	-0.11077343744053
2.8696000576019	-0.11028304825516
2.8710000514984	-0.11012970894469
2.8724000453949	-0.11031212735867
2.8738000392914	-0.11082237693918
2.8752000331879	-0.11164602253556
2.8766000270844	-0.11276497986845
2.8780000209808	-0.11415055829395
2.8794000148773	-0.11577609765094
2.8808000087738	-0.11760447853324
2.8822000026703	-0.11959896450073
2.8835999965668	-0.12171606558575
2.8849999904633	-0.12391248087826
2.8863999843597	-0.12614016647250
2.8877999782562	-0.12835639959256
2.8891999721527	-0.13051187666729
2.8905999660492	-0.13256129313474
2.8919999599457	-0.13446026986235
2.8933999538422	-0.13616945969767
2.8947999477386	-0.13764915289685
2.8961999416351	-0.13886720083059
2.8975999355316	-0.13979372331265
2.8989999294281	-0.14040686268939
2.9003999233246	-0.14068816429610
2.9017999172211	-0.14062730644872
2.9031999111176	-0.14021881704458
2.9045999050140	-0.13946590495979
2.9059998989105	-0.13837752233277
2.9073998928070	-0.13696860440931
2.9087998867035	-0.13525913950965
2.9102001190186	-0.13327839461755
2.9116001129150	-0.13105915216677
2.9130001068115	-0.12863728275028
2.9144001007080	-0.12605600554083
2.9158000946045	-0.12335814905422
2.9172000885010	-0.12059243883193
2.9186000823975	-0.11780545204120
2.9200000762939	-0.11504739260035
2.9214000701904	-0.11236844247917
2.9228000640869	-0.10981404667841
2.9242000579834	-0.10743180393449
2.9256000518799	-0.10526249729282
2.9270000457764	-0.10334660997491
2.9284000396729	-0.10171738963428
2.9298000335693	-0.10040549012692
