"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+2.40450000000E+009, -6.53426597483E+000, +0.00000000000E+000
+2.40500000000E+009, -6.52347953820E+000, +0.00000000000E+000
+2.40550000000E+009, -6.51903705079E+000, +0.00000000000E+000
+2.40600000000E+009, -6.53690790512E+000, +0.00000000000E+000
+2.40650000000E+009, -6.53125841866E+000, +0.00000000000E+000
+2.40700000000E+009, -6.52741143622E+000, +0.00000000000E+000
+2.40750000000E+009, -6.53052712280E+000, +0.00000000000E+000
+2.40800000000E+009, -6.52964234463E+000, +0.00000000000E+000
+2.40850000000E+009, -6.52308531019E+000, +0.00000000000E+000
+2.40900000000E+009, -6.54583690336E+000, +0.00000000000E+000
+2.40950000000E+009, -6.52525059939E+000, +0.00000000000E+000
+2.41000000000E+009, -6.54477382048E+000, +0.00000000000E+000
+2.41050000000E+009, -6.55139093485E+000, +0.00000000000E+000
+2.41100000000E+009, -6.52654720620E+000, +0.00000000000E+000
+2.41150000000E+009, -6.54054219945E+000, +0.00000000000E+000
+2.41200000000E+009, -6.52291742457E+000, +0.00000000000E+000
+2.41250000000E+009, -6.54197829465E+000, +0.00000000000E+000
+2.41300000000E+009, -6.53166292057E+000, +0.00000000000E+000
+2.41350000000E+009, -6.54978774591E+000, +0.00000000000E+000
+2.41400000000E+009, -6.54480642537E+000, +0.00000000000E+000
+2.41450000000E+009, -6.55944105683E+000, +0.00000000000E+000
+2.41500000000E+009, -6.54385932223E+000, +0.00000000000E+000
+2.41550000000E+009, -6.55310446997E+000, +0.00000000000E+000
+2.41600000000E+009, -6.54569159672E+000, +0.00000000000E+000
+2.41650000000E+009, -6.54527469657E+000, +0.00000000000E+000
+2.41700000000E+009, -6.55107208041E+000, +0.00000000000E+000
+2.41750000000E+009, -6.54500621750E+000, +0.00000000000E+000
+2.41800000000E+009, -6.54282024404E+000, +0.00000000000E+000
+2.41850000000E+009, -6.54553225002E+000, +0.00000000000E+000
+2.41900000000E+009, -6.52927775865E+000, +0.00000000000E+000
+2.41950000000E+009, -6.55272842768E+000, +0.00000000000E+000
+2.42000000000E+009, -6.54393157512E+000, +0.00000000000E+000
+2.42050000000E+009, -6.55964100029E+000, +0.00000000000E+000
+2.42100000000E+009, -6.55694016281E+000, +0.00000000000E+000
+2.42150000000E+009, -6.55502013019E+000, +0.00000000000E+000
+2.42200000000E+009, -6.54607253573E+000, +0.00000000000E+000
+2.42250000000E+009, -6.55965733629E+000, +0.00000000000E+000
+2.42300000000E+009, -6.56024007506E+000, +0.00000000000E+000
+2.42350000000E+009, -6.54836882783E+000, +0.00000000000E+000
+2.42400000000E+009, -6.56191045768E+000, +0.00000000000E+000
+2.42450000000E+009, -6.55991643272E+000, +0.00000000000E+000
+2.42500000000E+009, -6.55832198201E+000, +0.00000000000E+000
+2.42550000000E+009, -6.56502907305E+000, +0.00000000000E+000
+2.42600000000E+009, -6.56459061771E+000, +0.00000000000E+000
+2.42650000000E+009, -6.54869757850E+000, +0.00000000000E+000
+2.42700000000E+009, -6.56516285480E+000, +0.00000000000E+000
+2.42750000000E+009, -6.56447363005E+000, +0.00000000000E+000
+2.42800000000E+009, -6.57146634099E+000, +0.00000000000E+000
+2.42850000000E+009, -6.56639717087E+000, +0.00000000000E+000
+2.42900000000E+009, -6.56456828291E+000, +0.00000000000E+000
+2.42950000000E+009, -6.57047147042E+000, +0.00000000000E+000
+2.43000000000E+009, -6.57084520321E+000, +0.00000000000E+000
+2.43050000000E+009, -6.56463258558E+000, +0.00000000000E+000
+2.43100000000E+009, -6.57116622214E+000, +0.00000000000E+000
+2.43150000000E+009, -6.56475295322E+000, +0.00000000000E+000
+2.43200000000E+009, -6.56781229701E+000, +0.00000000000E+000
+2.43250000000E+009, -6.57998645817E+000, +0.00000000000E+000
+2.43300000000E+009, -6.57705466399E+000, +0.00000000000E+000
+2.43350000000E+009, -6.56245118064E+000, +0.00000000000E+000
+2.43400000000E+009, -6.56882625186E+000, +0.00000000000E+000
+2.43450000000E+009, -6.56971907989E+000, +0.00000000000E+000
+2.43500000000E+009, -6.57429223427E+000, +0.00000000000E+000
+2.43550000000E+009, -6.55993156099E+000, +0.00000000000E+000
+2.43600000000E+009, -6.56606403608E+000, +0.00000000000E+000
+2.43650000000E+009, -6.56842802088E+000, +0.00000000000E+000
+2.43700000000E+009, -6.56561917777E+000, +0.00000000000E+000
+2.43750000000E+009, -6.56754702065E+000, +0.00000000000E+000
+2.43800000000E+009, -6.55241746682E+000, +0.00000000000E+000
+2.43850000000E+009, -6.56254016533E+000, +0.00000000000E+000
+2.43900000000E+009, -6.55380829266E+000, +0.00000000000E+000
+2.43950000000E+009, -6.57737191517E+000, +0.00000000000E+000
+2.44000000000E+009, -6.57238548120E+000, +0.00000000000E+000
+2.44050000000E+009, -6.56734504402E+000, +0.00000000000E+000
+2.44100000000E+009, -6.56164509338E+000, +0.00000000000E+000
+2.44150000000E+009, -6.54465651969E+000, +0.00000000000E+000
+2.44200000000E+009, -6.55665395263E+000, +0.00000000000E+000
+2.44250000000E+009, -6.56338185891E+000, +0.00000000000E+000
+2.44300000000E+009, -6.56516125992E+000, +0.00000000000E+000
+2.44350000000E+009, -6.55084975283E+000, +0.00000000000E+000
+2.44400000000E+009, -6.55774115758E+000, +0.00000000000E+000
+2.44450000000E+009, -6.56655148819E+000, +0.00000000000E+000
+2.44500000000E+009, -6.55940504036E+000, +0.00000000000E+000
+2.44550000000E+009, -6.52773749284E+000, +0.00000000000E+000
+2.44600000000E+009, -6.55553791234E+000, +0.00000000000E+000
+2.44650000000E+009, -6.54458340261E+000, +0.00000000000E+000
+2.44700000000E+009, -6.54185233197E+000, +0.00000000000E+000
+2.44750000000E+009, -6.54042587371E+000, +0.00000000000E+000
+2.44800000000E+009, -6.54923532690E+000, +0.00000000000E+000
+2.44850000000E+009, -6.54754481016E+000, +0.00000000000E+000
+2.44900000000E+009, -6.54219937440E+000, +0.00000000000E+000
+2.44950000000E+009, -6.54215856438E+000, +0.00000000000E+000
+2.45000000000E+009, -6.53234701679E+000, +0.00000000000E+000
+2.45050000000E+009, -6.53043703005E+000, +0.00000000000E+000
+2.45100000000E+009, -6.53006087125E+000, +0.00000000000E+000
+2.45150000000E+009, -6.52129508828E+000, +0.00000000000E+000
+2.45200000000E+009, -6.52654871803E+000, +0.00000000000E+000
+2.45250000000E+009, -6.52843986844E+000, +0.00000000000E+000
+2.45300000000E+009, -6.52389306595E+000, +0.00000000000E+000
+2.45350000000E+009, -6.52915786657E+000, +0.00000000000E+000
+2.45400000000E+009, -6.51460090981E+000, +0.00000000000E+000
+2.45450000000E+009, -6.51011014341E+000, +0.00000000000E+000
+2.45500000000E+009, -6.50231000625E+000, +0.00000000000E+000
+2.45550000000E+009, -6.51473874000E+000, +0.00000000000E+000
+2.45600000000E+009, -6.50188427921E+000, +0.00000000000E+000
+2.45650000000E+009, -6.50915120260E+000, +0.00000000000E+000
+2.45700000000E+009, -6.50060695094E+000, +0.00000000000E+000
+2.45750000000E+009, -6.50037875435E+000, +0.00000000000E+000
+2.45800000000E+009, -6.49752834042E+000, +0.00000000000E+000
+2.45850000000E+009, -6.49940780142E+000, +0.00000000000E+000
+2.45900000000E+009, -6.49989254738E+000, +0.00000000000E+000
+2.45950000000E+009, -6.49529357820E+000, +0.00000000000E+000
+2.46000000000E+009, -6.49693038490E+000, +0.00000000000E+000
+2.46050000000E+009, -6.48659026609E+000, +0.00000000000E+000
+2.46100000000E+009, -6.48784903836E+000, +0.00000000000E+000
+2.46150000000E+009, -6.48246129476E+000, +0.00000000000E+000
+2.46200000000E+009, -6.46743046834E+000, +0.00000000000E+000
+2.46250000000E+009, -6.47269961263E+000, +0.00000000000E+000
+2.46300000000E+009, -6.48169178505E+000, +0.00000000000E+000
+2.46350000000E+009, -6.47234528447E+000, +0.00000000000E+000
+2.46400000000E+009, -6.46321762556E+000, +0.00000000000E+000
+2.46450000000E+009, -6.46913703365E+000, +0.00000000000E+000
+2.46500000000E+009, -6.45987024107E+000, +0.00000000000E+000
+2.46550000000E+009, -6.45089200682E+000, +0.00000000000E+000
+2.46600000000E+009, -6.45778351618E+000, +0.00000000000E+000
+2.46650000000E+009, -6.45604548030E+000, +0.00000000000E+000
+2.46700000000E+009, -6.45990949743E+000, +0.00000000000E+000
+2.46750000000E+009, -6.45079100305E+000, +0.00000000000E+000
+2.46800000000E+009, -6.45071492779E+000, +0.00000000000E+000
+2.46850000000E+009, -6.45693741918E+000, +0.00000000000E+000
+2.46900000000E+009, -6.44814497815E+000, +0.00000000000E+000
+2.46950000000E+009, -6.45833269751E+000, +0.00000000000E+000
+2.47000000000E+009, -6.44748996825E+000, +0.00000000000E+000
+2.47050000000E+009, -6.43447957037E+000, +0.00000000000E+000
+2.47100000000E+009, -6.42423280310E+000, +0.00000000000E+000
+2.47150000000E+009, -6.42486899190E+000, +0.00000000000E+000
+2.47200000000E+009, -6.43790578245E+000, +0.00000000000E+000
+2.47250000000E+009, -6.43248205651E+000, +0.00000000000E+000
+2.47300000000E+009, -6.43318490134E+000, +0.00000000000E+000
+2.47350000000E+009, -6.42992197334E+000, +0.00000000000E+000
+2.47400000000E+009, -6.43070769426E+000, +0.00000000000E+000
+2.47450000000E+009, -6.42513072946E+000, +0.00000000000E+000
+2.47500000000E+009, -6.42019133011E+000, +0.00000000000E+000
+2.47550000000E+009, -6.42578063882E+000, +0.00000000000E+000
+2.47600000000E+009, -6.42517492811E+000, +0.00000000000E+000
+2.47650000000E+009, -6.41501279163E+000, +0.00000000000E+000
+2.47700000000E+009, -6.42366753876E+000, +0.00000000000E+000
+2.47750000000E+009, -6.41168039638E+000, +0.00000000000E+000
+2.47800000000E+009, -6.41957603686E+000, +0.00000000000E+000
+2.47850000000E+009, -6.41562372117E+000, +0.00000000000E+000
+2.47900000000E+009, -6.40795140377E+000, +0.00000000000E+000
+2.47950000000E+009, -6.41171572776E+000, +0.00000000000E+000
+2.48000000000E+009, -6.41311323549E+000, +0.00000000000E+000
+2.48050000000E+009, -6.41311825435E+000, +0.00000000000E+000
+2.48100000000E+009, -6.40308145867E+000, +0.00000000000E+000
+2.48150000000E+009, -6.41567344948E+000, +0.00000000000E+000
+2.48200000000E+009, -6.40849288676E+000, +0.00000000000E+000
+2.48250000000E+009, -6.40126914677E+000, +0.00000000000E+000
+2.48300000000E+009, -6.41818826193E+000, +0.00000000000E+000
+2.48350000000E+009, -6.40743001846E+000, +0.00000000000E+000
+2.48400000000E+009, -6.39972533010E+000, +0.00000000000E+000
+2.48450000000E+009, -6.39977786936E+000, +0.00000000000E+000
+2.48500000000E+009, -6.40883811600E+000, +0.00000000000E+000
+2.48550000000E+009, -6.39436207550E+000, +0.00000000000E+000
+2.48600000000E+009, -6.41764799094E+000, +0.00000000000E+000
+2.48650000000E+009, -6.41099497999E+000, +0.00000000000E+000
+2.48700000000E+009, -6.41227995874E+000, +0.00000000000E+000
+2.48750000000E+009, -6.40923150646E+000, +0.00000000000E+000
+2.48800000000E+009, -6.41117597875E+000, +0.00000000000E+000
+2.48850000000E+009, -6.40521816015E+000, +0.00000000000E+000
+2.48900000000E+009, -6.40903379582E+000, +0.00000000000E+000
+2.48950000000E+009, -6.43151574520E+000, +0.00000000000E+000
+2.49000000000E+009, -6.42326783651E+000, +0.00000000000E+000
