#Parameters = {CH=0.035; FL=16.5; FW=2.24; NotchLength=10.47; NotchWidth=2; PL=28.027; PW=36.415; SH=1.43; SL=61; SW=64; StripW=2.24; k=6.26}
"Frequency / GHz"	"VSWR1 (3) [Magnitude]"
1.7999999523163	835.15857624414
1.8013999462128	923.96921290168
1.8028000593185	962.96826736619
1.8042000532150	937.97663288815
1.8056000471115	859.57162869574
1.8070000410080	753.93325791142
1.8084000349045	645.27826904567
1.8098000288010	547.67536281004
1.8112000226974	465.92293383699
1.8126000165939	399.85078817003
1.8140000104904	347.33389982678
1.8154000043869	305.87647596019
1.8167999982834	273.23024519226
1.8181999921799	247.56494401395
1.8195999860764	227.45624370813
1.8209999799728	211.82608404301
1.8223999738693	199.87733739505
1.8237999677658	191.01261353669
1.8251999616623	184.81209861580
1.8265999555588	180.98756819423
1.8279999494553	179.35411758651
1.8293999433517	179.82296509875
1.8308000564575	182.39358389423
1.8322000503540	187.14364810751
1.8336000442505	194.23718695375
1.8350000381470	203.93571037102
1.8364000320435	216.59708251584
1.8378000259399	232.70962638082
1.8392000198364	252.88086013387
1.8406000137329	277.87880819453
1.8420000076294	308.59426923048
1.8434000015259	345.98657472298
1.8447999954224	390.92389331943
1.8461999893188	443.84668236922
1.8475999832153	504.08577159411
1.8489999771118	569.03265455204
1.8503999710083	632.94281568475
1.8517999649048	686.98773583515
1.8531999588013	720.71505608381
1.8545999526978	726.36606196734
1.8559999465942	702.79138447271
1.8573999404907	656.23302962528
1.8588000535965	596.63651140563
1.8602000474930	533.48807282663
1.8616000413895	473.31398027214
1.8630000352859	419.55357097246
1.8644000291824	373.35162998770
1.8658000230789	334.59916216724
1.8672000169754	302.58921201375
1.8686000108719	276.43356786073
1.8700000047684	255.26637341190
1.8713999986649	238.32445534869
1.8727999925613	224.97976564338
1.8741999864578	214.73415986553
1.8755999803543	207.20037628415
1.8769999742508	202.09965231623
1.8783999681473	199.23690980758
1.8797999620438	198.49856239867
1.8811999559402	199.84005620564
1.8825999498367	203.28737828241
1.8839999437332	208.93656052035
1.8854000568390	216.94443356574
1.8868000507355	227.54713950527
1.8882000446320	241.05323820701
1.8896000385284	257.83946486502
1.8910000324249	278.35600180771
1.8924000263214	303.08409690555
1.8938000202179	332.48758022622
1.8952000141144	366.88771329134
1.8966000080109	406.26813205782
1.8980000019073	449.94252527418
1.8993999958038	496.16861849750
1.9007999897003	541.77800898172
1.9021999835968	582.03461096676
1.9035999774933	611.41836928294
1.9049999713898	625.00268777650
1.9063999652863	620.34979835832
1.9077999591827	598.56648474997
1.9091999530792	563.74265906077
1.9105999469757	521.33112405940
1.9119999408722	476.44256244270
1.9134000539780	432.81094711267
1.9148000478745	392.70334006070
1.9162000417709	357.17655324177
1.9176000356674	326.50766850742
1.9190000295639	300.51562137648
1.9204000234604	278.82222600404
1.9218000173569	260.96731363931
1.9232000112534	246.51517097319
1.9246000051498	235.07050847969
1.9259999990463	226.30987610714
1.9273999929428	219.98027302440
1.9287999868393	215.88691949973
1.9301999807358	213.90295954784
1.9315999746323	213.95533025004
1.9329999685287	216.03461584581
1.9343999624252	220.17321820303
1.9357999563217	226.46832520600
1.9371999502182	235.04952770619
1.9385999441147	246.11763886334
1.9400000572205	259.89736749875
1.9414000511169	276.64218026577
1.9428000450134	296.62549115145
1.9442000389099	320.05901315169
1.9456000328064	347.02726877682
1.9470000267029	377.39274947564
1.9484000205994	410.56490275147
1.9498000144958	445.36619104117
1.9512000083923	479.81024934323
1.9526000022888	511.09363307232
1.9539999961853	535.88987012644
1.9553999900818	551.00241675585
1.9567999839783	554.22610371514
1.9581999778748	545.15675729762
1.9595999717712	525.25934948315
1.9609999656677	497.38895920639
1.9623999595642	464.90609971462
1.9637999534607	430.83693484963
1.9651999473572	397.52624958480
1.9665999412537	366.47393945922
1.9680000543594	338.50424943433
1.9694000482559	313.93993941396
1.9708000421524	292.79392179314
1.9722000360489	274.90685607322
1.9736000299454	260.04015372470
1.9750000238419	247.93817142903
1.9764000177383	238.36147504181
1.9778000116348	231.10111388445
1.9792000055313	225.98973757492
1.9805999994278	222.90213901116
1.9819999933243	221.75383402400
1.9833999872208	222.50770231749
1.9847999811172	225.16582456789
1.9861999750137	229.76718997078
1.9875999689102	236.38710271944
1.9889999628067	245.13485704845
1.9903999567032	256.14413664042
1.9917999505997	269.55393318370
1.9931999444962	285.50831712162
1.9946000576019	304.09527997714
1.9960000514984	325.30901873903
1.9974000453949	348.97800816862
1.9988000392914	374.64971066321
2.0002000331879	401.50217564749
2.0016000270844	428.22788910325
2.0030000209808	453.05616458675
2.0044000148773	473.82744103430
2.0058000087738	488.39148298951
2.0072000026703	494.98829319919
2.0085999965668	492.79871424402
2.0099999904633	482.11509077374
2.0113999843597	464.29072902070
2.0127999782562	441.39133769149
2.0141999721527	415.57298360637
2.0155999660492	388.82564479603
2.0169999599457	362.66370475040
2.0183999538422	338.12053855699
2.0197999477386	315.79783014151
2.0211999416351	295.99834398171
2.0225999355316	278.78342959721
2.0239999294281	264.10230147231
2.0253999233246	251.82987239803
2.0267999172211	241.82348522155
2.0281999111176	233.92947982629
2.0295999050140	228.00921063779
2.0309998989105	223.95384676625
2.0323998928070	221.68315983528
2.0337998867035	221.13754970286
2.0352001190186	222.29600676061
2.0366001129150	225.15669668334
2.0380001068115	229.74873796591
2.0394001007080	236.11318018061
2.0408000946045	244.31283090525
2.0422000885010	254.40633599297
2.0436000823975	266.43891970341
2.0450000762939	280.42256639661
2.0464000701904	296.29196797181
2.0478000640869	313.86233354981
2.0492000579834	332.78071177462
2.0506000518799	352.46174923356
2.0520000457764	372.05255328558
2.0534000396729	390.39774330874
2.0548000335693	406.16375531023
2.0562000274658	417.97013165449
2.0576000213623	424.59539585753
2.0590000152588	425.29919077877
2.0604000091553	419.97120219778
2.0618000030518	409.15822417496
2.0631999969482	393.94613955181
2.0645999908447	375.69129559290
2.0659999847412	355.78528364535
2.0673999786377	335.44199598913
2.0687999725342	315.60989243251
2.0701999664307	296.96010000180
2.0715999603271	279.90719504855
2.0729999542236	264.67702647672
2.0743999481201	251.34722365031
2.0757999420166	239.91642619087
2.0771999359131	230.31957665601
2.0785999298096	222.48171771886
2.0799999237061	216.31600461147
2.0813999176025	211.73815188802
2.0827999114990	208.67657598402
2.0841999053955	207.07822983681
2.0855998992920	206.90821513710
2.0869998931885	208.13759491118
2.0883998870850	210.76305711276
2.0897998809814	214.78389182162
2.0912001132965	220.21039998590
2.0926001071930	227.04563707207
2.0940001010895	235.28469745048
2.0954000949860	244.88298651325
2.0968000888824	255.76245280805
2.0982000827789	267.74898613344
2.0996000766754	280.59214050743
2.1010000705719	293.88234535331
2.1024000644684	307.08485308894
2.1038000583649	319.50603202400
2.1052000522614	330.35187640783
2.1066000461578	338.78666966076
2.1080000400543	344.05899704351
2.1094000339508	345.64240675965
2.1108000278473	343.32572150382
2.1122000217438	337.24927677765
2.1136000156403	327.91531676639
2.1150000095367	316.05086916202
2.1164000034332	302.48776326476
2.1177999973297	288.04914410516
2.1191999912262	273.44549055895
2.1205999851227	259.24546444850
2.1219999790192	245.85773020397
2.1233999729156	233.55252342771
2.1247999668121	222.48801807523
2.1261999607086	212.73259492384
2.1275999546051	204.30880434404
2.1289999485016	197.19610632234
2.1303999423981	191.35464819226
2.1317999362946	186.73630212750
2.1331999301910	183.29262193558
2.1345999240875	180.97837524525
2.1359999179840	179.75401856966
2.1373999118805	179.58629305607
2.1387999057770	180.44725308573
2.1401998996735	182.30936221917
2.1415998935699	185.15418199736
2.1429998874664	188.94326769745
2.1443998813629	193.64206873796
2.1458001136780	199.18532136502
2.1472001075745	205.47975584353
2.1486001014709	212.39440494935
2.1500000953674	219.73065015416
2.1514000892639	227.24367094615
2.1528000831604	234.61022896605
2.1542000770569	241.44711268922
2.1556000709534	247.33184152618
2.1570000648499	251.83944465173
2.1584000587463	254.58476217446
2.1598000526428	255.28725347237
2.1612000465393	253.80477576922
2.1626000404358	250.17476725930
2.1640000343323	244.59489999150
2.1654000282288	237.40028554826
2.1668000221252	229.00539053625
2.1682000160217	219.84263864429
2.1696000099182	210.33769803832
2.1710000038147	200.84598421399
2.1723999977112	191.65792696073
2.1737999916077	182.98751847941
2.1751999855042	174.98165522023
2.1765999794006	167.73593559507
2.1779999732971	161.29424989814
2.1793999671936	155.67775651692
2.1807999610901	150.87850363788
2.1821999549866	146.88158315527
2.1835999488831	143.66094353769
2.1849999427795	141.18791337485
2.1863999366760	139.43252898669
2.1877999305725	138.36440546645
2.1891999244690	137.95112183235
2.1905999183655	138.16113498168
