Freq.	Vn00    Phase
2.32429505937377e+009	-5.26250121698948e+001	1.57775581658747e+002
2.32483030970992e+009	-5.23364748567214e+001	1.57215621979240e+002
2.32536568330620e+009	-5.20465652035126e+001	1.56649864797974e+002
2.32590118019101e+009	-5.17552701057317e+001	1.56078216255099e+002
2.32643680039273e+009	-5.14625762729745e+001	1.55500580370563e+002
2.32697254393975e+009	-5.11684702255851e+001	1.54916858981265e+002
2.32750841086049e+009	-5.08729382912055e+001	1.54326951675862e+002
2.32804440118336e+009	-5.05759666012577e+001	1.53730755727124e+002
2.32858051493676e+009	-5.02775410873541e+001	1.53128166021710e+002
2.32911675214914e+009	-4.99776474776400e+001	1.52519074987258e+002
2.32965311284891e+009	-4.96762712930640e+001	1.51903372516660e+002
2.33018959706452e+009	-4.93733978435767e+001	1.51280945889376e+002
2.33072620482440e+009	-4.90690122242595e+001	1.50651679689669e+002
2.33126293615702e+009	-4.87630993113789e+001	1.50015455721589e+002
2.33179979109082e+009	-4.84556437583696e+001	1.49372152920563e+002
2.33233676965427e+009	-4.81466299917465e+001	1.48721647261414e+002
2.33287387187584e+009	-4.78360422069420e+001	1.48063811662645e+002
2.33341109778400e+009	-4.75238643640739e+001	1.47398515886780e+002
2.33394844740725e+009	-4.72100801836415e+001	1.46725626436586e+002
2.33448592077406e+009	-4.68946731421513e+001	1.46045006446953e+002
2.33502351791294e+009	-4.65776264676753e+001	1.45356515572205e+002
2.33556123885239e+009	-4.62589231353404e+001	1.44660009868620e+002
2.33609908362092e+009	-4.59385458627558e+001	1.43955341671887e+002
2.33663705224704e+009	-4.56164771053752e+001	1.43242359469248e+002
2.33717514475928e+009	-4.52926990518021e+001	1.42520907766037e+002
2.33771336118616e+009	-4.49671936190400e+001	1.41790826946310e+002
2.33825170155622e+009	-4.46399424476892e+001	1.41051953127236e+002
2.33879016589801e+009	-4.43109268971011e+001	1.40304118006929e+002
2.33932875424007e+009	-4.39801280404929e+001	1.39547148705330e+002
2.33986746661095e+009	-4.36475266600271e+001	1.38780867597759e+002
2.34040630303923e+009	-4.33131032418724e+001	1.38005092140732e+002
2.34094526355346e+009	-4.29768379712450e+001	1.37219634689571e+002
2.34148434818223e+009	-4.26387107274509e+001	1.36424302307365e+002
2.34202355695411e+009	-4.22987010789352e+001	1.35618896564749e+002
2.34256288989769e+009	-4.19567882783560e+001	1.34803213329967e+002
2.34310234704158e+009	-4.16129512576997e+001	1.33977042548650e+002
2.34364192841436e+009	-4.12671686234555e+001	1.33140168012670e+002
2.34418163404465e+009	-4.09194186518698e+001	1.32292367117409e+002
2.34472146396106e+009	-4.05696792843089e+001	1.31433410606745e+002
2.34526141819222e+009	-4.02179281227520e+001	1.30563062304961e+002
2.34580149676675e+009	-3.98641424254523e+001	1.29681078834785e+002
2.34634169971328e+009	-3.95082991027989e+001	1.28787209320659e+002
2.34688202706046e+009	-3.91503747134205e+001	1.27881195076304e+002
2.34742247883694e+009	-3.87903454605801e+001	1.26962769275547e+002
2.34796305507136e+009	-3.84281871889075e+001	1.26031656605333e+002
2.34850375579239e+009	-3.80638753815383e+001	1.25087572899732e+002
2.34904458102870e+009	-3.76973851577207e+001	1.24130224753675e+002
2.34958553080896e+009	-3.73286912709670e+001	1.23159309115056e+002
2.35012660516185e+009	-3.69577681078421e+001	1.22174512853725e+002
2.35066780411606e+009	-3.65845896874847e+001	1.21175512305789e+002
2.35120912770029e+009	-3.62091296619730e+001	1.20161972791502e+002
2.35175057594322e+009	-3.58313613176645e+001	1.19133548104912e+002
2.35229214887358e+009	-3.54512575776555e+001	1.18089879973251e+002
2.35283384652007e+009	-3.50687910055227e+001	1.17030597483947e+002
2.35337566891141e+009	-3.46839338105364e+001	1.15955316476909e+002
2.35391761607633e+009	-3.42966578545530e+001	1.14863638899580e+002
2.35445968804357e+009	-3.39069346608377e+001	1.13755152122086e+002
2.35500188484186e+009	-3.35147354250812e+001	1.12629428209490e+002
2.35554420649996e+009	-3.31200310289327e+001	1.11486023148068e+002
2.35608665304660e+009	-3.27227920563980e+001	1.10324476022128e+002
2.35662922451056e+009	-3.23229888135140e+001	1.09144308137742e+002
2.35717192092061e+009	-3.19205913517565e+001	1.07945022089384e+002
2.35771474230550e+009	-3.15155694957148e+001	1.06726100765216e+002
2.35825768869403e+009	-3.11078928756272e+001	1.05487006286387e+002
2.35880076011499e+009	-3.06975309654674e+001	1.04227178875385e+002
2.35934395659715e+009	-3.02844531273659e+001	1.02946035648099e+002
2.35988727816933e+009	-2.98686286632604e+001	1.01642969323858e+002
2.36043072486032e+009	-2.94500268747950e+001	1.00317346847285e+002
2.36097429669895e+009	-2.90286171326463e+001	9.89685079154216e+001
2.36151799371404e+009	-2.86043689566063e+001	9.75957634030881e+001
2.36206181593440e+009	-2.81772521079606e+001	9.61983936790545e+001
2.36260576338887e+009	-2.77472366959143e+001	9.47756468051262e+001
2.36314983610629e+009	-2.73142933000705e+001	9.33267366098457e+001
2.36369403411551e+009	-2.68783931112746e+001	9.18508406281444e+001
2.36423835744538e+009	-2.64395080934486e+001	9.03470978978970e+001
2.36478280612476e+009	-2.59976111694495e+001	8.88146066041224e+001
2.36532738018251e+009	-2.55526764344130e+001	8.72524215614196e+001
2.36587207964751e+009	-2.51046794005481e+001	8.56595515252174e+001
2.36641690454864e+009	-2.46535972779413e+001	8.40349563226845e+001
2.36696185491479e+009	-2.41994092965743e+001	8.23775437946454e+001
2.36750693077484e+009	-2.37420970755184e+001	8.06861665406952e+001
2.36805213215769e+009	-2.32816450461342e+001	7.89596184611555e+001
2.36859745909226e+009	-2.28180409370625e+001	7.71966310914218e+001
2.36914291160745e+009	-2.23512763299133e+001	7.53958697271355e+001
2.36968848973219e+009	-2.18813472957799e+001	7.35559293423512e+001
2.37023419349540e+009	-2.14082551241078e+001	7.16753303080459e+001
2.37078002292601e+009	-2.09320071569876e+001	6.97525139249779e+001
2.37132597805296e+009	-2.04526177436523e+001	6.77858377936902e+001
2.37187205890519e+009	-1.99701093318197e+001	6.57735710556644e+001
2.37241826551167e+009	-1.94845137145376e+001	6.37138895539979e+001
2.37296459790135e+009	-1.89958734533108e+001	6.16048709800887e+001
2.37351105610319e+009	-1.85042435005136e+001	5.94444900956429e+001
2.37405764014618e+009	-1.80096930462650e+001	5.72306141476237e+001
2.37460435005928e+009	-1.75123076170651e+001	5.49609986289105e+001
2.37515118587148e+009	-1.70121914552831e+001	5.26332835804183e+001
2.37569814761178e+009	-1.65094702099082e+001	5.02449906828304e+001
2.37624523530918e+009	-1.60042939694573e+001	4.77935214491253e+001
2.37679244899267e+009	-1.54968406671736e+001	4.52761569042402e+001
2.37733978869129e+009	-1.49873198860776e+001	4.26900592266466e+001
2.37788725443403e+009	-1.44759770863030e+001	4.00322759288943e+001
2.37843484624994e+009	-1.39630982685757e+001	3.72997472704983e+001
2.37898256416804e+009	-1.34490150745033e+001	3.44893177252921e+001
2.37953040821737e+009	-1.29341103051634e+001	3.15977524631617e+001
2.38007837842698e+009	-1.24188238127794e+001	2.86217599467279e+001
2.38062647482592e+009	-1.19036586843183e+001	2.55580218767652e+001
2.38117469744325e+009	-1.13891875888908e+001	2.24032318299558e+001
2.38172304630804e+009	-1.08760591014660e+001	1.91541439970513e+001
2.38227152144936e+009	-1.03650037426676e+001	1.58076334177761e+001
2.38282012289628e+009	-9.85683938864747e+000	1.23607689819998e+001
2.38336885067790e+009	-9.35247560834973e+000	8.81090017716230e+000
2.38391770482332e+009	-8.85291638292307e+000	5.15575805628331e+000
2.38446668536162e+009	-8.35926056234511e+000	1.39357012511456e+000
2.38501579232191e+009	-7.87269933104793e+000	-2.47681224372584e+000
2.38556502573331e+009	-7.39450990617192e+000	-6.45577668842038e+000
2.38611438562494e+009	-6.92604470250359e+000	-1.05428075871580e+001
2.38666387202593e+009	-6.46871529356678e+000	-1.47363451663082e+001
2.38721348496540e+009	-6.02397070402987e+000	-1.90336545371759e+001
2.38776322447249e+009	-5.59326990263734e+000	-2.34307150181171e+001
2.38831309057637e+009	-5.17804883003773e+000	-2.79221413336929e+001
2.38886308330617e+009	-4.77968287105808e+000	-3.25011485387592e+001
2.38941320269105e+009	-4.39944631502743e+000	-3.71595714096048e+001
2.38996344876019e+009	-4.03847095864733e+000	-4.18879463206437e+001
2.39051382154276e+009	-3.69770648888745e+000	-4.66756592673887e+001
2.39106432106794e+009	-3.37788552901571e+000	-5.15111580148108e+001
2.39161494736491e+009	-3.07949615086497e+000	-5.63822200019166e+001
2.39216570046286e+009	-2.80276421093891e+000	-6.12762615448909e+001
2.39271658039101e+009	-2.54764708493797e+000	-6.61806690718876e+001
2.39326758717855e+009	-2.31383935365073e+000	-7.10831304681933e+001
2.39381872085471e+009	-2.10078988563572e+000	-7.59719446172829e+001
2.39436998144869e+009	-1.90772874147174e+000	-8.08362898894318e+001
2.39492136898973e+009	-1.73370154305329e+000	-8.56664371462993e+001
2.39547288350706e+009	-1.57760850798179e+000	-9.04538989200541e+001
2.39602452502992e+009	-1.43824527107875e+000	-9.51915127691608e+001
2.39657629358757e+009	-1.31434286217884e+000	-9.98734624853865e+001
2.39712818920924e+009	-1.20460469318228e+000	-1.04495245172157e+002
2.39768021192422e+009	-1.10773901835846e+000	-1.09053594925151e+002
2.39823236176175e+009	-1.02248596542492e+000	-1.13546374940191e+002
2.39878463875112e+009	-9.47638809158013e-001	-1.17972449607924e+002
2.39933704292161e+009	-8.82059623225532e-001	-1.22331546913342e+002
2.39988957430250e+009	-8.24689778693134e-001	-1.26624119647131e+002
2.40044223292310e+009	-7.74555962094961e-001	-1.30851211912286e+002
2.40099501881270e+009	-7.30772480238169e-001	-1.35014335441712e+002
2.40154793200060e+009	-6.92540628360030e-001	-1.39115358503207e+002
2.40210097251613e+009	-6.59145849258957e-001	-1.43156408743613e+002
2.40265414038861e+009	-6.29953327044496e-001	-1.47139790235923e+002
2.40320743564737e+009	-6.04402558887657e-001	-1.51067914220068e+002
2.40376085832173e+009	-5.82001345089239e-001	-1.54943242525534e+002
2.40431440844105e+009	-5.62319540700954e-001	-1.58768242377363e+002
2.40486808603466e+009	-5.44982825798966e-001	-1.62545351163372e+002
2.40542189113194e+009	-5.29666678493077e-001	-1.66276949731853e+002
2.40597582376223e+009	-5.16090675126378e-001	-1.69965342856667e+002
2.40652988395491e+009	-5.04013195007667e-001	-1.73612745619673e+002
2.40708407173935e+009	-4.93226570932356e-001	-1.77221274596943e+002
2.40763838714494e+009	-4.83552699971879e-001	1.79207057120967e+002
2.40819283020106e+009	-4.74839109836193e-001	1.75670341903339e+002
2.40874740093711e+009	-4.66955462965465e-001	1.72166777245090e+002
2.40930209938250e+009	-4.59790472020741e-001	1.68694663701632e+002
2.40985692556663e+009	-4.53249195472510e-001	1.65252401565297e+002
2.41041187951892e+009	-4.47250679604126e-001	1.61838486664864e+002
2.41096696126879e+009	-4.41725912716155e-001	1.58451505592304e+002
2.41152217084567e+009	-4.36616058068063e-001	1.55090130595711e+002
2.41207750827900e+009	-4.31870933691122e-001	1.51753114323424e+002
2.41263297359823e+009	-4.27447709327216e-001	1.48439284559760e+002
2.41318856683279e+009	-4.23309793154854e-001	1.45147539056769e+002
2.41374428801216e+009	-4.19425883487608e-001	1.41876840537044e+002
2.41430013716579e+009	-4.15769163151053e-001	1.38626211919584e+002
2.41485611432316e+009	-4.12316616684858e-001	1.35394731802107e+002
2.41541221951373e+009	-4.09048452822673e-001	1.32181530219061e+002
2.41596845276700e+009	-4.05947616845738e-001	1.28985784683467e+002
2.41652481411246e+009	-4.02999379369847e-001	1.25806716512513e+002
2.41708130357960e+009	-4.00190989904845e-001	1.22643587430601e+002
2.41763792119793e+009	-3.97511385123172e-001	1.19495696439341e+002
2.41819466699696e+009	-3.94950943196326e-001	1.16362376940795e+002
2.41875154100621e+009	-3.92501276815798e-001	1.13242994098626e+002
2.41930854325520e+009	-3.90155058618954e-001	1.10136942420594e+002
2.41986567377346e+009	-3.87905873704476e-001	1.07043643545611e+002
2.42042293259054e+009	-3.85748094758219e-001	1.03962544218554e+002
2.42098031973598e+009	-3.83676776032184e-001	1.00893114436648e+002
2.42153783523932e+009	-3.81687563038355e-001	9.78348457518564e+001
2.42209547913014e+009	-3.79776615347419e-001	9.47872497146539e+001
2.42265325143799e+009	-3.77940540330862e-001	9.17498564456092e+001
2.42321115219245e+009	-3.76176336062525e-001	8.87222133221769e+001
2.42376918142309e+009	-3.74481341912936e-001	8.57038837692648e+001
2.42432733915951e+009	-3.72853195633645e-001	8.26944461430978e+001
2.42488562543130e+009	-3.71289795947299e-001	7.96934926990368e+001
2.42544404026805e+009	-3.69789269839064e-001	7.67006286348358e+001
2.42600258369937e+009	-3.68349943891575e-001	7.37154712018429e+001
2.42656125575488e+009	-3.66970319124559e-001	7.07376488773805e+001
2.42712005646419e+009	-3.65649048896038e-001	6.77668005923420e+001
2.42767898585694e+009	-3.64384919498263e-001	6.48025750087271e+001
2.42823804396275e+009	-3.63176833142154e-001	6.18446298423981e+001
2.42879723081127e+009	-3.62023793071591e-001	5.88926312268877e+001
2.42935654643215e+009	-3.60924890586054e-001	5.59462531146329e+001
2.42991599085503e+009	-3.59879293779225e-001	5.30051767122746e+001
2.43047556410959e+009	-3.58886237823454e-001	5.00690899471650e+001
2.43103526622548e+009	-3.57945016647634e-001	4.71376869624185e+001
2.43159509723239e+009	-3.57054975869744e-001	4.42106676381458e+001
2.43215505716000e+009	-3.56215506856226e-001	4.12877371367772e+001
2.43271514603798e+009	-3.55426041789580e-001	3.83686054704077e+001
2.43327536389605e+009	-3.54686049632977e-001	3.54529870884640e+001
2.43383571076390e+009	-3.53995032887881e-001	3.25406004839317e+001
2.43439618667123e+009	-3.53352525046707e-001	2.96311678165827e+001
2.43495679164778e+009	-3.52758088648957e-001	2.67244145517246e+001
2.43551752572325e+009	-3.52211313855357e-001	2.38200691130080e+001
2.43607838892738e+009	-3.51711817460693e-001	2.09178625479630e+001
2.43663938128990e+009	-3.51259242272541e-001	1.80175282048899e+001
2.43720050284057e+009	-3.50853256789805e-001	1.51188014198515e+001
2.43776175360912e+009	-3.50493555121595e-001	1.22214192124975e+001
2.43832313362531e+009	-3.50179857094405e-001	9.32511998946025e+000
2.43888464291892e+009	-3.49911908502311e-001	6.42964325413246e+000
2.43944628151970e+009	-3.49689481462793e-001	3.53472932161890e+000
2.44000804945744e+009	-3.49512374847727e-001	6.40119037631489e-001
2.44056994676192e+009	-3.49380414766971e-001	-2.25444649980108e+000
2.44113197346294e+009	-3.49293455089257e-001	-5.14922621702233e+000
2.44169412959028e+009	-3.49251377992562e-001	-8.04447934101423e+000
2.44225641517376e+009	-3.49254094543535e-001	-1.09404656763846e+001
2.44281883024319e+009	-3.49301545312750e-001	-1.38374458842781e+001
2.44338137482838e+009	-3.49393701039620e-001	-1.67356817643944e+001
2.44394404895917e+009	-3.49530563367740e-001	-1.96354365412549e+001
2.44450685266537e+009	-3.49712165677993e-001	-2.25369751559849e+001
2.44506978597685e+009	-3.49938574053417e-001	-2.54405645647647e+001
2.44563284892343e+009	-3.50209888415751e-001	-2.83464740452254e+001
2.44619604153497e+009	-3.50526243879951e-001	-3.12549755120241e+001
2.44675936384134e+009	-3.50887812378355e-001	-3.41663438429324e+001
2.44732281587239e+009	-3.51294804612097e-001	-3.70808572167365e+001
2.44788639765801e+009	-3.51747472392679e-001	-3.99987974643920e+001
2.44845010922807e+009	-3.52246111442132e-001	-4.29204504348658e+001
2.44901395061246e+009	-3.52791064725733e-001	-4.58461063772303e+001
2.44957792184108e+009	-3.53382726397065e-001	-4.87760603406579e+001
2.45014202294382e+009	-3.54021546441656e-001	-5.17106125940706e+001
2.45070625395060e+009	-3.54708036112482e-001	-5.46500690673672e+001
2.45127061489133e+009	-3.55442774259187e-001	-5.75947418163220e+001
2.45183510579592e+009	-3.56226414663105e-001	-6.05449495133937e+001
2.45239972669432e+009	-3.57059694502719e-001	-6.35010179670264e+001
2.45296447761645e+009	-3.57943444090345e-001	-6.64632806721847e+001
2.45352935859226e+009	-3.58878598040739e-001	-6.94320793952505e+001
2.45409436965170e+009	-3.59866208058235e-001	-7.24077647967785e+001
2.45465951082472e+009	-3.60907457561505e-001	-7.53906970959816e+001
2.45522478214129e+009	-3.62003678406384e-001	-7.83812467813594e+001
2.45579018363137e+009	-3.63156370019325e-001	-8.13797953723328e+001
2.45635571532495e+009	-3.64367221319200e-001	-8.43867362374795e+001
2.45692137725201e+009	-3.65638135886747e-001	-8.74024754754834e+001
2.45748716944253e+009	-3.66971260941391e-001	-9.04274328657874e+001
2.45805309192652e+009	-3.68369020809239e-001	-9.34620428966468e+001
2.45861914473399e+009	-3.69834155717343e-001	-9.65067558792145e+001
2.45918532789493e+009	-3.71369766933187e-001	-9.95620391571845e+001
2.45975164143938e+009	-3.72979369490435e-001	-1.02628378422477e+002
2.46031808539735e+009	-3.74666954008470e-001	-1.05706279148514e+002
2.46088465979888e+009	-3.76437059431256e-001	-1.08796268153614e+002
2.46145136467401e+009	-3.78294858888640e-001	-1.11898895307983e+002
2.46201820005278e+009	-3.80246261329139e-001	-1.15014735398853e+002
2.46258516596525e+009	-3.82298032096532e-001	-1.18144390168966e+002
2.46315226244148e+009	-3.84457936234645e-001	-1.21288490544453e+002
2.46371948951153e+009	-3.86734909015732e-001	-1.24447699068407e+002
2.46428684720548e+009	-3.89139259010136e-001	-1.27622712556582e+002
2.46485433555341e+009	-3.91682909961298e-001	-1.30814264991211e+002
2.46542195458540e+009	-3.94379688811986e-001	-1.34023130667806e+002
2.46598970433155e+009	-3.97245668459068e-001	-1.37250127608003e+002
2.46655758482197e+009	-4.00299575205078e-001	-1.40496121248416e+002
2.46712559608675e+009	-4.03563272436772e-001	-1.43762028411256e+002
2.46769373815602e+009	-4.07062333799920e-001	-1.47048821556365e+002
2.46826201105991e+009	-4.10826721059037e-001	-1.50357533306143e+002
2.46883041482852e+009	-4.14891583925459e-001	-1.53689261224172e+002
2.46939894949201e+009	-4.19298201393742e-001	-1.57045172814170e+002
2.46996761508052e+009	-4.24095086514756e-001	-1.60426510688060e+002
2.47053641162420e+009	-4.29339279006192e-001	-1.63834597829188e+002
2.47110533915320e+009	-4.35097852580091e-001	-1.67270842848152e+002
2.47167439769768e+009	-4.41449666239499e-001	-1.70736745093537e+002
2.47224358728783e+009	-4.48487390898301e-001	-1.74233899436305e+002
2.47281290795381e+009	-4.56319844281134e-001	-1.77764000493918e+002
2.47338235972581e+009	-4.65074667851208e-001	1.78671154003472e+002
2.47395194263403e+009	-4.74901379072469e-001	1.75069661077893e+002
2.47452165670866e+009	-4.85974830084779e-001	1.71429512061887e+002
2.47509150197991e+009	-4.98499099143727e-001	1.67748594415452e+002
2.47566147847798e+009	-5.12711833044741e-001	1.64024696483788e+002
2.47623158623311e+009	-5.28889046100972e-001	1.60255516007589e+002
2.47680182527551e+009	-5.47350362739970e-001	1.56438673336651e+002
2.47737219563542e+009	-5.68464664886139e-001	1.52571730439950e+002
2.47794269734309e+009	-5.92656070319350e-001	1.48652216941354e+002
2.47851333042875e+009	-6.20410122441050e-001	1.44677664524444e+002
2.47908409492266e+009	-6.52280013841142e-001	1.40645651121245e+002
2.47965499085508e+009	-6.88892594808541e-001	1.36553856298337e+002
2.48022601825629e+009	-7.30953833621962e-001	1.32400129141856e+002
2.48079717715655e+009	-7.79253300053332e-001	1.28182569674147e+002
2.48136846758616e+009	-8.34667141664899e-001	1.23899624356476e+002
2.48193988957539e+009	-8.98158922507967e-001	1.19550195490832e+002
2.48251144315455e+009	-9.70777608648520e-001	1.15133763283710e+002
2.48308312835393e+009	-1.05365193259141e+000	1.10650517952250e+002
2.48365494520385e+009	-1.14798037199248e+000	1.06101497554702e+002
2.48422689373463e+009	-1.25501606296907e+000	1.01488725292540e+002
2.48479897397659e+009	-1.37604616021261e+000	9.68153380223598e+001
2.48537118596005e+009	-1.51236547384594e+000	9.20856958889702e+001
2.48594352971537e+009	-1.66524466111772e+000	8.73054616929673e+001
2.48651600527288e+009	-1.83589381142009e+000	8.24816382359884e+001
2.48708861266293e+009	-2.02542288826969e+000	7.76225528303414e+001
2.48766135191589e+009	-2.23480110361185e+000	7.27377806874274e+001
2.48823422306212e+009	-2.46481779616227e+000	6.78380030562801e+001
2.48880722613200e+009	-2.71604765769173e+000	6.29348014984457e+001
2.48938036115590e+009	-2.98882310845233e+000	5.80403959425137e+001
2.48995362816421e+009	-3.28321621979045e+000	5.31673402663910e+001
2.49052702718732e+009	-3.59903183843365e+000	4.83281940993636e+001
2.49110055825564e+009	-3.93581257369021e+000	4.35351924266459e+001
2.49167422139958e+009	-4.29285521247099e+000	3.87999348676513e+001
2.49224801664954e+009	-4.66923709815583e+000	3.41331141298851e+001
2.49282194403595e+009	-5.06385020272620e+000	2.95442985649655e+001
2.49339600358925e+009	-5.47544014180371e+000	2.50417778088126e+001
2.49397019533986e+009	-5.90264726465380e+000	2.06324741783305e+001
2.49454451931823e+009	-6.34404716290252e+000	1.63219167582995e+001
2.49511897555481e+009	-6.79818839947065e+000	1.21142706280956e+001
2.49569356408005e+009	-7.26362585573009e+000	8.01241079446888e+000
2.49626828492443e+009	-7.73894872509120e+000	4.01802912935089e+000
2.49684313811841e+009	-8.22280276084963e+000	1.31762729833681e-001
2.49741812369246e+009	-8.71390686110932e+000	-3.64666674996170e+000
2.49799324167709e+009	-9.21106441986731e+000	-7.31831150123694e+000
2.49856849210277e+009	-9.71317009132857e+000	-1.08848604091327e+001
2.49914387500000e+009	-1.02192127207797e+001	-1.43485110932156e+001
2.49971939039930e+009	-1.07282752143214e+001	-1.77118541276078e+001
2.50029503833117e+009	-1.12395320777685e+001	-2.09777709754970e+001
2.50087081882614e+009	-1.17522452756532e+001	-2.41493460520047e+001
2.50144673191474e+009	-1.22657589636940e+001	-2.72297925246095e+001
2.50202277762749e+009	-1.27794935462690e+001	-3.02223909288950e+001
2.50259895599494e+009	-1.32929394135966e+001	-3.31304393667872e+001
2.50317526704764e+009	-1.38056506268035e+001	-3.59572139110981e+001
2.50375171081614e+009	-1.43172387453207e+001	-3.87059378164894e+001
2.50432828733100e+009	-1.48273669305346e+001	-4.13797581928689e+001
2.50490499662280e+009	-1.53357444115986e+001	-4.39817289017186e+001
2.50548183872211e+009	-1.58421213623561e+001	-4.65147985657912e+001
2.50605881365952e+009	-1.63462842107555e+001	-4.89818027216205e+001
2.50663592146561e+009	-1.68480513822479e+001	-5.13854592817050e+001
2.50721316217098e+009	-1.73472694648791e+001	-5.37283666022146e+001
2.50779053580625e+009	-1.78438097747375e+001	-5.60130035690466e+001
2.50836804240201e+009	-1.83375652949421e+001	-5.82417312183912e+001
2.50894568198889e+009	-1.88284479584966e+001	-6.04167954973925e+001
2.50952345459751e+009	-1.93163862443865e+001	-6.25403308467592e+001
2.51010136025852e+009	-1.98013230566135e+001	-6.46143643511756e+001
2.51067939900253e+009	-2.02832138570901e+001	-6.66408202567290e+001
2.51125757086022e+009	-2.07620250250433e+001	-6.86215246983735e+001
2.51183587586222e+009	-2.12377324176309e+001	-7.05582105162724e+001
2.51241431403920e+009	-2.17103201086446e+001	-7.24525220688724e+001
2.51299288542183e+009	-2.21797792843713e+001	-7.43060199738509e+001
2.51357159004078e+009	-2.26461072778023e+001	-7.61201857266572e+001
2.51415042792674e+009	-2.31093067243984e+001	-7.78964261611098e+001
2.51472939911039e+009	-2.35693848244931e+001	-7.96360777280322e+001
2.51530850362243e+009	-2.40263526991209e+001	-8.13404105769254e+001
2.51588774149357e+009	-2.44802248276313e+001	-8.30106324325954e+001
2.51646711275451e+009	-2.49310185568277e+001	-8.46478922639137e+001
2.51704661743598e+009	-2.53787536726427e+001	-8.62532837458626e+001
2.51762625556869e+009	-2.58234520264559e+001	-8.78278485189085e+001
2.51820602718338e+009	-2.62651372091526e+001	-8.93725792518346e+001
2.51878593231079e+009	-2.67038342668890e+001	-9.08884225156141e+001
2.51936597098167e+009	-2.71395694532829e+001	-9.23762814768222e+001
2.51994614322676e+009	-2.75723700134320e+001	-9.38370184196708e+001
2.52052644907683e+009	-2.80022639957378e+001	-9.52714571059956e+001
2.52110688856265e+009	-2.84292800880223e+001	-9.66803849825497e+001
2.52168746171498e+009	-2.88534474748852e+001	-9.80645552448804e+001
2.52226816856461e+009	-2.92747957136238e+001	-9.94246887667733e+001
2.52284900914234e+009	-2.96933546263903e+001	-1.00761475903975e+002
2.52342998347894e+009	-3.01091542065482e+001	-1.02075578180478e+002
2.52401109160524e+009	-3.05222245374583e+001	-1.03367629865296e+002
2.52459233355203e+009	-3.09325957221384e+001	-1.04638239447164e+002
2.52517370935014e+009	-3.13402978224436e+001	-1.05887991014213e+002
2.52575521903038e+009	-3.17453608065851e+001	-1.07117445545202e+002
2.52633686262359e+009	-3.21478145039540e+001	-1.08327142118495e+002
2.52691864016061e+009	-3.25476885663383e+001	-1.09517599044509e+002
2.52750055167228e+009	-3.29450124347510e+001	-1.10689314927037e+002
2.52808259718946e+009	-3.33398153111663e+001	-1.11842769658409e+002
2.52866477674300e+009	-3.37321261345640e+001	-1.12978425353133e+002
2.52924709036377e+009	-3.41219735607429e+001	-1.14096727224326e+002
2.52982953808265e+009	-3.45093859454431e+001	-1.15198104406914e+002
2.53041211993051e+009	-3.48943913303647e+001	-1.16282970731319e+002
2.53099483593824e+009	-3.52770174317194e+001	-1.17351725451015e+002
2.53157768613674e+009	-3.56572916310080e+001	-1.18404753927192e+002
2.53216067055691e+009	-3.60352409677390e+001	-1.19442428273390e+002
2.53274378922966e+009	-3.64108921338477e+001	-1.20465107962885e+002
2.53332704218591e+009	-3.67842714696024e+001	-1.21473140401307e+002
2.53391042945657e+009	-3.71554049608055e+001	-1.22466861466831e+002
2.53449395107259e+009	-3.75243182371279e+001	-1.23446596020107e+002
2.53507760706489e+009	-3.78910365714274e+001	-1.24412658385913e+002
2.53566139746443e+009	-3.82555848799240e+001	-1.25365352808397e+002
2.53624532230215e+009	-3.86179877231186e+001	-1.26304973881617e+002
2.53682938160901e+009	-3.89782693073545e+001	-1.27231806956972e+002
2.53741357541598e+009	-3.93364534869338e+001	-1.28146128529000e+002
2.53799790375404e+009	-3.96925637667132e+001	-1.29048206600908e+002
2.53858236665416e+009	-4.00466233051071e+001	-1.29938301031115e+002
2.53916696414733e+009	-4.03986549174406e+001	-1.30816663861975e+002
2.53975169626454e+009	-4.07486810796006e+001	-1.31683539631800e+002
2.54033656303681e+009	-4.10967239319306e+001	-1.32539165671159e+002
2.54092156449513e+009	-4.14428052833403e+001	-1.33383772384460e+002
2.54150670067052e+009	-4.17869466155819e+001	-1.34217583517645e+002
2.54209197159401e+009	-4.21291690876679e+001	-1.35040816412855e+002
2.54267737729663e+009	-4.24694935403998e+001	-1.35853682250806e+002
2.54326291780941e+009	-4.28079405009840e+001	-1.36656386281611e+002
2.54384859316340e+009	-4.31445301877133e+001	-1.37449128044704e+002
2.54443440338965e+009	-4.34792825146923e+001	-1.38232101578478e+002
2.54502034851922e+009	-4.38122170965949e+001	-1.39005495620238e+002
2.54560642858318e+009	-4.41433532534336e+001	-1.39769493796996e+002
2.54619264361260e+009	-4.44727100153328e+001	-1.40524274807616e+002
2.54677899363856e+009	-4.48003061272916e+001	-1.41270012596795e+002
2.54736547869214e+009	-4.51261600539277e+001	-1.42006876521303e+002
2.54795209880445e+009	-4.54502899841944e+001	-1.42735031508925e+002
2.54853885400659e+009	-4.57727138360617e+001	-1.43454638210467e+002
2.54912574432965e+009	-4.60934492611583e+001	-1.44165853145211e+002
2.54971276980477e+009	-4.64125136493654e+001	-1.44868828840156e+002
2.55029993046306e+009	-4.67299241333601e+001	-1.45563713963362e+002
2.55088722633566e+009	-4.70456975931047e+001	-1.46250653451707e+002
