-0.1,-0.201005,-0.40201,-0.201005
-0.0999,-0.201005,-0.40201,-0.40201
-0.0998,-0.201005,-0.40201,-0.40201
-0.0997,-0.201005,-0.40201,-0.40201
-0.0996,-0.201005,-0.40201,-0.40201
-0.0995,-0.201005,-0.389447,-0.40201
-0.0994,-0.201005,-0.201005,-0.40201
-0.0993,-0.201005,-0.40201,-0.40201
-0.0992,-0.201005,-0.40201,-0.40201
-0.0991,-0.201005,-0.40201,-0.40201
-0.099,-0.201005,-0.40201,-0.389447
-0.0989,-0.201005,-0.40201,-0.201005
-0.0988,-0.201005,-0.40201,-0.201005
-0.0987,-0.201005,-0.40201,-0.40201
-0.0986,-0.201005,-0.40201,-0.40201
-0.0985,-0.201005,-0.40201,-0.40201
-0.0984,-0.201005,-0.40201,-0.40201
-0.0983,-0.201005,-0.40201,-0.389447
-0.0982,-0.188442,-0.40201,-0.201005
-0.0981,0,-0.40201,-0.40201
-0.098,-0.201005,-0.40201,-0.40201
-0.0979,-0.201005,-0.40201,-0.389447
-0.0978,-0.201005,-0.40201,-0.201005
-0.0977,-0.201005,-0.590452,-0.40201
-0.0976,-0.201005,-0.40201,-0.389447
-0.0975,-0.201005,-0.40201,-0.201005
-0.0974,-0.201005,-0.40201,-0.40201
-0.0973,-0.201005,-0.40201,-0.40201
-0.0972,-0.201005,-0.40201,-0.389447
-0.0971,-0.201005,-0.40201,-0.201005
-0.097,-0.201005,-0.40201,-0.40201
-0.0969,-0.201005,-0.590452,-0.40201
-0.0968,-0.201005,-0.40201,-0.40201
-0.0967,-0.201005,-0.40201,-0.40201
-0.0966,-0.201005,-0.40201,-0.40201
-0.0965,-0.201005,-0.40201,-0.389447
-0.0964,-0.201005,-0.40201,-0.201005
-0.0963,-0.201005,-0.40201,-0.40201
-0.0962,-0.201005,-0.40201,-0.40201
-0.0961,-0.201005,-0.40201,-0.40201
-0.096,-0.389447,-0.40201,-0.40201
-0.0959,-0.201005,-0.40201,-0.40201
-0.0958,-0.201005,-0.40201,-0.40201
-0.0957,-0.201005,-0.40201,-0.389447
-0.0956,-0.201005,-0.40201,-0.201005
-0.0955,-0.201005,-0.40201,-0.40201
-0.0954,-0.201005,-0.40201,-0.389447
-0.0953,-0.201005,-0.590452,-0.201005
-0.0952,-0.188442,-0.40201,-0.40201
-0.0951,0,-0.40201,-0.40201
-0.095,-0.201005,-0.40201,-0.40201
-0.0949,-0.201005,-0.40201,-0.40201
-0.0948,-0.201005,-0.40201,-0.40201
-0.0947,-0.188442,-0.590452,-0.389447
-0.0946,0,-0.40201,-0.201005
-0.0945,-0.201005,-0.590452,-0.40201
-0.0944,-0.201005,-0.40201,-0.40201
-0.0943,-0.201005,-0.40201,-0.40201
-0.0942,-0.201005,-0.40201,-0.40201
-0.0941,-0.201005,-0.40201,-0.40201
-0.094,-0.188442,-0.40201,-0.40201
-0.0939,0,-0.40201,-0.389447
-0.0938,-0.188442,-0.40201,-0.201005
-0.0937,0,-0.590452,-0.40201
-0.0936,-0.201005,-0.40201,-0.40201
-0.0935,-0.201005,-0.40201,-0.40201
-0.0934,-0.201005,-0.40201,-0.40201
-0.0933,-0.201005,-0.590452,-0.40201
-0.0932,-0.201005,-0.40201,-0.40201
-0.0931,-0.201005,-0.40201,-0.40201
-0.093,-0.201005,-0.40201,-0.40201
-0.0929,-0.201005,-0.40201,-0.40201
-0.0928,-0.201005,-0.40201,-0.40201
-0.0927,-0.201005,-0.40201,-0.40201
-0.0926,-0.188442,-0.40201,-0.40201
-0.0925,0,-0.40201,-0.40201
-0.0924,-0.201005,-0.40201,-0.40201
-0.0923,-0.201005,-0.40201,-0.389447
-0.0922,-0.201005,-0.40201,-0.201005
-0.0921,-0.201005,-0.40201,-0.389447
-0.092,-0.188442,-0.40201,-0.201005
-0.0919,0,-0.40201,-0.40201
-0.0918,-0.201005,-0.40201,-0.40201
-0.0917,-0.201005,-0.40201,-0.40201
-0.0916,-0.201005,-0.40201,-0.40201
-0.0915,-0.201005,-0.590452,-0.40201
-0.0914,-0.201005,-0.40201,-0.40201
-0.0913,-0.201005,-0.40201,-0.40201
-0.0912,-0.201005,-0.40201,-0.40201
-0.0911,-0.201005,-0.40201,-0.40201
-0.091,-0.201005,-0.40201,-0.40201
-0.0909,-0.201005,-0.40201,-0.40201
-0.0908,-0.201005,-0.40201,-0.40201
-0.0907,-0.201005,-0.40201,-0.40201
-0.0906,-0.201005,-0.40201,-0.40201
-0.0905,-0.201005,-0.40201,-0.40201
-0.0904,-0.201005,-0.40201,-0.40201
-0.0903,-0.201005,-0.40201,-0.389447
-0.0902,-0.201005,-0.40201,-0.201005
-0.0901,-0.201005,-0.40201,-0.40201
-0.09,-0.201005,-0.40201,-0.40201
-0.0899,-0.201005,-0.40201,-0.389447
-0.0898,-0.201005,-0.389447,-0.201005
-0.0897,-0.188442,-0.201005,-0.40201
-0.0896,0,-0.40201,-0.40201
-0.0895,-0.201005,-0.40201,-0.40201
-0.0894,-0.201005,-0.40201,-0.389447
