x-axis,1,2,3
second,Volt,Volt,Volt
+1.5000000E+00,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+1.5001000E+00,+11.6582915E+00,+4.8115578E+00,-201.0050E-03
+1.5002000E+00,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+1.5003000E+00,+11.6582915E+00,-201.0050E-03,-188.4422E-03
+1.5004000E+00,+11.6582915E+00,-201.0050E-03,+0.0E+00
+1.5005000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5006000E+00,+11.8592966E+00,-201.0050E-03,-188.4422E-03
+1.5007000E+00,+11.8467338E+00,-201.0050E-03,+0.0E+00
+1.5008000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5009000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5010000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5011000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5012000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5013000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5014000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5015000E+00,+11.6582915E+00,-389.4472E-03,-201.0050E-03
+1.5016000E+00,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+1.5017000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5018000E+00,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+1.5019000E+00,+11.8592966E+00,-201.0050E-03,-201.0050E-03
+1.5020000E+00,+11.8592966E+00,-201.0050E-03,-201.0050E-03
+1.5021000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5022000E+00,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+1.5023000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5024000E+00,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+1.5025000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5026000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5027000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5028000E+00,+11.6582915E+00,-201.0050E-03,+0.0E+00
+1.5029000E+00,+11.6582915E+00,-201.0050E-03,-188.4422E-03
+1.5030000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5031000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5032000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5033000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5034000E+00,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+1.5035000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5036000E+00,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+1.5037000E+00,+11.8592966E+00,-201.0050E-03,-201.0050E-03
+1.5038000E+00,+11.8592966E+00,-201.0050E-03,-201.0050E-03
+1.5039000E+00,+11.8592966E+00,-201.0050E-03,-201.0050E-03
+1.5040000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5041000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5042000E+00,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+1.5043000E+00,+11.8467338E+00,-201.0050E-03,+4.8115578E+00
+1.5044000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5045000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5046000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5047000E+00,+11.8467338E+00,-201.0050E-03,+4.8241206E+00
+1.5048000E+00,+11.6582915E+00,-389.4472E-03,+4.8241206E+00
+1.5049000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5050000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5051000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5052000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5053000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5054000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5055000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5056000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5057000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5058000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5059000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5060000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5061000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5062000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5063000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5064000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5065000E+00,+11.8467338E+00,-201.0050E-03,+5.0125629E+00
+1.5066000E+00,+11.8592966E+00,-201.0050E-03,+4.8241206E+00
+1.5067000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5068000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5069000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5070000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5071000E+00,+11.8467338E+00,-201.0050E-03,+4.8241206E+00
+1.5072000E+00,+11.8592966E+00,-201.0050E-03,+4.8241206E+00
+1.5073000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5074000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5075000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5076000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5077000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5078000E+00,+11.6582915E+00,-201.0050E-03,+5.0125629E+00
+1.5079000E+00,+11.8467338E+00,-201.0050E-03,+4.8241206E+00
+1.5080000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5081000E+00,+11.8467338E+00,-201.0050E-03,+4.8241206E+00
+1.5082000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5083000E+00,+11.8467338E+00,-201.0050E-03,+4.8241206E+00
+1.5084000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5085000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5086000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5087000E+00,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+1.5088000E+00,+11.8467338E+00,-201.0050E-03,+4.8241206E+00
+1.5089000E+00,+11.6582915E+00,+4.8115578E+00,+5.0125629E+00
+1.5090000E+00,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+1.5091000E+00,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+1.5092000E+00,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+1.5093000E+00,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+1.5094000E+00,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+1.5095000E+00,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+1.5096000E+00,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+1.5097000E+00,+11.6582915E+00,+4.6231156E+00,+4.8241206E+00
+1.5098000E+00,+11.6582915E+00,+4.8115578E+00,+4.8241206E+00
