x-axis,1,2,3
second,Volt,Volt,Volt
+300.0000E-03,+11.6582915E+00,+4.6231156E+00,+4.8241206E+00
+300.1000E-03,+11.6582915E+00,+4.6231156E+00,+4.8241206E+00
+300.2000E-03,+11.6582915E+00,+4.8115578E+00,+4.8241206E+00
+300.3000E-03,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+300.4000E-03,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+300.5000E-03,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+300.6000E-03,+11.8467338E+00,+4.6231156E+00,+4.8241206E+00
+300.7000E-03,+11.6582915E+00,+4.8115578E+00,+4.8241206E+00
+300.8000E-03,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+300.9000E-03,+11.6582915E+00,+4.8241206E+00,+4.8241206E+00
+301.0000E-03,+11.6582915E+00,+4.6231156E+00,+4.8241206E+00
+301.1000E-03,+11.8467338E+00,+4.8115578E+00,+4.8241206E+00
+301.2000E-03,+11.6582915E+00,+4.6231156E+00,+4.8241206E+00
+301.3000E-03,+11.6582915E+00,+4.6231156E+00,+4.8241206E+00
+301.4000E-03,+11.6582915E+00,+4.8115578E+00,+4.8241206E+00
+301.5000E-03,+11.6582915E+00,+4.8241206E+00,-188.4422E-03
+301.6000E-03,+11.8467338E+00,+4.8241206E+00,-201.0050E-03
+301.7000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+301.8000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+301.9000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+302.0000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+302.1000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+302.2000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+302.3000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+302.4000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+302.5000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+302.6000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+302.7000E-03,+11.6582915E+00,+4.8241206E+00,+0.0E+00
+302.8000E-03,+11.8467338E+00,+4.8241206E+00,-188.4422E-03
+302.9000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+303.0000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+303.1000E-03,+11.8467338E+00,+4.8241206E+00,-201.0050E-03
+303.2000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+303.3000E-03,+11.8467338E+00,+4.6231156E+00,-201.0050E-03
+303.4000E-03,+11.6582915E+00,+4.6231156E+00,-201.0050E-03
+303.5000E-03,+11.6582915E+00,+4.8115578E+00,-201.0050E-03
+303.6000E-03,+11.6582915E+00,+4.6231156E+00,-201.0050E-03
+303.7000E-03,+11.6582915E+00,+4.6231156E+00,-201.0050E-03
+303.8000E-03,+11.6582915E+00,+4.8115578E+00,-201.0050E-03
+303.9000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+304.0000E-03,+11.8467338E+00,+4.8241206E+00,+0.0E+00
+304.1000E-03,+11.6582915E+00,+4.8241206E+00,-188.4422E-03
+304.2000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+304.3000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+304.4000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+304.5000E-03,+11.8467338E+00,+4.8241206E+00,-201.0050E-03
+304.6000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+304.7000E-03,+11.6582915E+00,+4.8241206E+00,-201.0050E-03
+304.8000E-03,+11.6582915E+00,+4.6231156E+00,-201.0050E-03
+304.9000E-03,+11.6582915E+00,-188.4422E-03,-201.0050E-03
+305.0000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+305.1000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+305.2000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+305.3000E-03,+11.8592966E+00,-201.0050E-03,-201.0050E-03
+305.4000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+305.5000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+305.6000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+305.7000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+305.8000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+305.9000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+306.0000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+306.1000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+306.2000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+306.3000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+306.4000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+306.5000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+306.6000E-03,+11.6582915E+00,-201.0050E-03,+0.0E+00
+306.7000E-03,+11.6582915E+00,-201.0050E-03,-188.4422E-03
+306.8000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+306.9000E-03,+11.8467338E+00,-201.0050E-03,+0.0E+00
+307.0000E-03,+11.8592966E+00,-201.0050E-03,-188.4422E-03
+307.1000E-03,+11.8592966E+00,-201.0050E-03,-201.0050E-03
+307.2000E-03,+11.8592966E+00,-201.0050E-03,-201.0050E-03
+307.3000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+307.4000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+307.5000E-03,+11.6582915E+00,-389.4472E-03,-201.0050E-03
+307.6000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+307.7000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+307.8000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+307.9000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+308.0000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+308.1000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+308.2000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+308.3000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+308.4000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+308.5000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+308.6000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+308.7000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+308.8000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+308.9000E-03,+11.8467338E+00,-201.0050E-03,-201.0050E-03
+309.0000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+309.1000E-03,+11.6582915E+00,-201.0050E-03,-201.0050E-03
+309.2000E-03,+11.6582915E+00,-201.0050E-03,+4.8115578E+00
+309.3000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+309.4000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+309.5000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+309.6000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+309.7000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+309.8000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+309.9000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+310.0000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+310.1000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+310.2000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+310.3000E-03,+11.6582915E+00,-201.0050E-03,+4.8241206E+00
+310.4000E-03,+11.8467338E+00,-201.0050E-03,+4.6231156E+00
+310.5000E-03,+11.6582915E+00,-201.0050E-03,+4.8115578E+00
+310.6000E-03,+11.6582915E+00,-389.4472E-03,+4.8241206E+00
+310.7000E-03,+11.8467338E+00,-201.0050E-03,+4.8241206E+00
